Sè trang bŞ	Tªn trang bŞ	Sè hiÖu thuéc tİnh 1: 	§¼ng cÊp thuéc tİnh 1: 	Sè hiÖu thuéc tİnh 2: 	§¼ng cÊp thuéc tİnh 2: 	Sè hiÖu thuéc tİnh 3: 	§¼ng cÊp thuéc tİnh 3: 	Sè hiÖu thuéc tİnh 4: 	§¼ng cÊp thuéc tİnh 4: 	Sè hiÖu thuéc tİnh 5: 	§¼ng cÊp thuéc tİnh 5: 	M· sè 6 thuéc tİnh 	§»ng cÊp 6 thuéc tİnh	M· sè 7 thuéc tİnh 	§»ng cÊp 7 thuéc tİnh	M· sè 8 thuéc tİnh 	§»ng cÊp 8 thuéc tİnh	Mµu s¾c trang bŞ
469	DiÖu D­¬ng-BÊt §éng Ch©n Tiªn																	<color=Gold>
470	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
471	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
472	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
473	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
474	DiÖu D­¬ng-Cöu Thiªn Quû Phï																	<color=Gold>
475	DiÖu D­¬ng-Cöu Thiªn Quû Phï																	<color=Gold>
476	DiÖu D­¬ng-Cöu Thiªn Quû Phï																	<color=Gold>
477	DiÖu D­¬ng-Cöu Thiªn Quû Phï																	<color=Gold>
478	DiÖu D­¬ng-Ma ¶nh ThÇn T«ng																	<color=Gold>
479	DiÖu D­¬ng-Ma ¶nh ThÇn T«ng																	<color=Gold>
480	DiÖu D­¬ng-Ma ¶nh ThÇn T«ng																	<color=Gold>
481	DiÖu D­¬ng-Ma ¶nh ThÇn T«ng																	<color=Gold>
482	DiÖu D­¬ng-Tª V©n Tiªn Tö																	<color=Gold>
483	DiÖu D­¬ng-Tª V©n Tiªn Tö																	<color=Gold>
484	DiÖu D­¬ng-Phi H¹ Tiªn Tö																	<color=Gold>
485	DiÖu D­¬ng-Phi H¹ Tiªn Tö																	<color=Gold>
486	H¹o NguyÖt-§é N¹n T«n Gi¶																	<color=Gold>
487	H¹o NguyÖt-§é N¹n T«n Gi¶																	<color=Gold>
488	H¹o NguyÖt-§é KiÕp T«n Gi¶																	<color=Gold>
489	H¹o NguyÖt-§é KiÕp T«n Gi¶																	<color=Gold>
490	H¹o NguyÖt-§é ¸ch T«n Gi¶																	<color=Gold>
491	H¹o NguyÖt-§é ¸ch T«n Gi¶																	<color=Gold>
492	H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
493	H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
494	H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
495	H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
496	H¹o NguyÖt-PhËt V©n Th¸nh C«																	<color=Gold>
497	H¹o NguyÖt-PhËt V©n Th¸nh C«																	<color=Gold>
498	H¹o NguyÖt-PhËt TrÇn Th¸nh C«																	<color=Gold>
499	H¹o NguyÖt-PhËt TrÇn Th¸nh C«																	<color=Gold>
500	H¹o NguyÖt-Trôc Phông Thiªn C¸i																	<color=Gold>
501	H¹o NguyÖt-Trôc Phông Thiªn C¸i																	<color=Gold>
502	H¹o NguyÖt-Trôc Phông Thiªn C¸i																	<color=Gold>
503	H¹o NguyÖt-Trôc Phông Thiªn C¸i																	<color=Gold>
504	H¹o NguyÖt-Du Long §Şa KhÊt																	<color=Gold>
505	H¹o NguyÖt-Du Long §Şa KhÊt																	<color=Gold>
506	H¹o NguyÖt-Du Long §Şa KhÊt																	<color=Gold>
507	H¹o NguyÖt-Du Long §Şa KhÊt																	<color=Gold>
508	H¹o NguyÖt-V« Cùc Thiªn T«n																	<color=Gold>
509	H¹o NguyÖt-V« Cùc Thiªn T«n																	<color=Gold>
510	H¹o NguyÖt-V« Cùc Thiªn T«n																	<color=Gold>
511	H¹o NguyÖt-V« Cùc Thiªn T«n																	<color=Gold>
512	H¹o NguyÖt-Bİch L¹c Thiªn T«n																	<color=Gold>
513	H¹o NguyÖt-Bİch L¹c Thiªn T«n																	<color=Gold>
514	H¹o NguyÖt-Bİch L¹c Thiªn T«n																	<color=Gold>
515	H¹o NguyÖt-Bİch L¹c Thiªn T«n																	<color=Gold>
516	H¹o NguyÖt-C¶m Thiªn §Êu Hån																	<color=Gold>
517	H¹o NguyÖt-C¶m Thiªn §Êu Hån																	<color=Gold>
518	H¹o NguyÖt-C¶m Thiªn §Êu Hån																	<color=Gold>
519	H¹o NguyÖt-C¶m Thiªn §Êu Hån																	<color=Gold>
520	H¹o NguyÖt-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
521	H¹o NguyÖt-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
522	H¹o NguyÖt-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
523	H¹o NguyÖt-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
524	H¹o NguyÖt-Quû Xóc Tµ ThÇn																	<color=Gold>
525	H¹o NguyÖt-Quû Xóc Tµ ThÇn																	<color=Gold>
526	H¹o NguyÖt-Quû Xóc Tµ ThÇn																	<color=Gold>
527	H¹o NguyÖt-Quû Xóc Tµ ThÇn																	<color=Gold>
528	H¹o NguyÖt-Vu Cèt §éc V­¬ng																	<color=Gold>
529	H¹o NguyÖt-Vu Cèt §éc V­¬ng																	<color=Gold>
530	H¹o NguyÖt-Vu Cèt §éc V­¬ng																	<color=Gold>
531	H¹o NguyÖt-Vu Cèt §éc V­¬ng																	<color=Gold>
532	H¹o NguyÖt-BÊt §éng Ch©n Tiªn																	<color=Gold>
533	H¹o NguyÖt-BÊt §éng Ch©n Tiªn																	<color=Gold>
534	H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
535	H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
536	H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
537	H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
538	H¹o NguyÖt-Cöu Thiªn Quû Phï																	<color=Gold>
539	H¹o NguyÖt-Cöu Thiªn Quû Phï																	<color=Gold>
540	H¹o NguyÖt-Cöu Thiªn Quû Phï																	<color=Gold>
541	H¹o NguyÖt-Cöu Thiªn Quû Phï																	<color=Gold>
542	H¹o NguyÖt-Ma ¶nh ThÇn T«ng																	<color=Gold>
543	H¹o NguyÖt-Ma ¶nh ThÇn T«ng																	<color=Gold>
544	H¹o NguyÖt-Ma ¶nh ThÇn T«ng																	<color=Gold>
545	H¹o NguyÖt-Ma ¶nh ThÇn T«ng																	<color=Gold>
546	H¹o NguyÖt-Tª V©n Tiªn Tö																	<color=Gold>
547	H¹o NguyÖt-Tª V©n Tiªn Tö																	<color=Gold>
548	H¹o NguyÖt-Phi H¹ Tiªn Tö																	<color=Gold>
549	H¹o NguyÖt-Phi H¹ Tiªn Tö																	<color=Gold>
550	DiÖu D­¬ng-§é N¹n T«n Gi¶																	<color=Gold>
551	DiÖu D­¬ng-§é N¹n T«n Gi¶																	<color=Gold>
552	DiÖu D­¬ng-§é KiÕp T«n Gi¶																	<color=Gold>
553	DiÖu D­¬ng-§é KiÕp T«n Gi¶																	<color=Gold>
554	DiÖu D­¬ng-§é ¸ch T«n Gi¶																	<color=Gold>
555	DiÖu D­¬ng-§é ¸ch T«n Gi¶																	<color=Gold>
556	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
557	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
558	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
559	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
560	DiÖu D­¬ng-PhËt V©n Th¸nh C«																	<color=Gold>
561	DiÖu D­¬ng-PhËt V©n Th¸nh C«																	<color=Gold>
562	DiÖu D­¬ng-PhËt TrÇn Th¸nh C«																	<color=Gold>
563	DiÖu D­¬ng-PhËt TrÇn Th¸nh C«																	<color=Gold>
564	DiÖu D­¬ng-Trôc Phông Thiªn C¸i																	<color=Gold>
565	DiÖu D­¬ng-Trôc Phông Thiªn C¸i																	<color=Gold>
566	DiÖu D­¬ng-Trôc Phông Thiªn C¸i																	<color=Gold>
567	DiÖu D­¬ng-Trôc Phông Thiªn C¸i																	<color=Gold>
568	DiÖu D­¬ng-Du Long §Şa KhÊt																	<color=Gold>
569	DiÖu D­¬ng-Du Long §Şa KhÊt																	<color=Gold>
570	DiÖu D­¬ng-Du Long §Şa KhÊt																	<color=Gold>
571	DiÖu D­¬ng-Du Long §Şa KhÊt																	<color=Gold>
572	DiÖu D­¬ng-V« Cùc Thiªn T«n																	<color=Gold>
573	DiÖu D­¬ng-V« Cùc Thiªn T«n																	<color=Gold>
574	DiÖu D­¬ng-V« Cùc Thiªn T«n																	<color=Gold>
575	DiÖu D­¬ng-V« Cùc Thiªn T«n																	<color=Gold>
576	DiÖu D­¬ng-Bİch L¹c Thiªn T«n																	<color=Gold>
577	DiÖu D­¬ng-Bİch L¹c Thiªn T«n																	<color=Gold>
578	DiÖu D­¬ng-Bİch L¹c Thiªn T«n																	<color=Gold>
579	DiÖu D­¬ng-Bİch L¹c Thiªn T«n																	<color=Gold>
580	DiÖu D­¬ng-C¶m Thiªn §Êu Hån																	<color=Gold>
581	DiÖu D­¬ng-C¶m Thiªn §Êu Hån																	<color=Gold>
582	DiÖu D­¬ng-C¶m Thiªn §Êu Hån																	<color=Gold>
583	DiÖu D­¬ng-C¶m Thiªn §Êu Hån																	<color=Gold>
584	DiÖu D­¬ng-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
585	DiÖu D­¬ng-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
586	DiÖu D­¬ng-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
587	DiÖu D­¬ng-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
588	DiÖu D­¬ng-Quû Xóc Tµ ThÇn																	<color=Gold>
589	DiÖu D­¬ng-Quû Xóc Tµ ThÇn																	<color=Gold>
590	DiÖu D­¬ng-Quû Xóc Tµ ThÇn																	<color=Gold>
591	DiÖu D­¬ng-Quû Xóc Tµ ThÇn																	<color=Gold>
592	DiÖu D­¬ng-Vu Cèt §éc V­¬ng																	<color=Gold>
593	DiÖu D­¬ng-Vu Cèt §éc V­¬ng																	<color=Gold>
594	DiÖu D­¬ng-Vu Cèt §éc V­¬ng																	<color=Gold>
595	DiÖu D­¬ng-Vu Cèt §éc V­¬ng																	<color=Gold>
596	DiÖu D­¬ng-BÊt §éng Ch©n Tiªn																	<color=Gold>
597	DiÖu D­¬ng-BÊt §éng Ch©n Tiªn																	<color=Gold>
598	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
599	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
600	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
601	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
602	DiÖu D­¬ng-Cöu Thiªn Quû Phï																	<color=Gold>
603	DiÖu D­¬ng-Cöu Thiªn Quû Phï																	<color=Gold>
604	DiÖu D­¬ng-Cöu Thiªn Quû Phï																	<color=Gold>
605	DiÖu D­¬ng-Cöu Thiªn Quû Phï																	<color=Gold>
606	DiÖu D­¬ng-Ma ¶nh ThÇn T«ng																	<color=Gold>
607	DiÖu D­¬ng-Ma ¶nh ThÇn T«ng																	<color=Gold>
608	DiÖu D­¬ng-Ma ¶nh ThÇn T«ng																	<color=Gold>
609	DiÖu D­¬ng-Ma ¶nh ThÇn T«ng																	<color=Gold>
610	DiÖu D­¬ng-Tª V©n Tiªn Tö																	<color=Gold>
611	DiÖu D­¬ng-Tª V©n Tiªn Tö																	<color=Gold>
612	DiÖu D­¬ng-Phi H¹ Tiªn Tö																	<color=Gold>
613	DiÖu D­¬ng-Phi H¹ Tiªn Tö																	<color=Gold>
614	H¹o NguyÖt-§é N¹n T«n Gi¶ PhËt §ao																	<color=Gold>
615	H¹o NguyÖt-§é KiÕp T«n Gi¶ PhËt Thñ																	<color=Gold>
616	H¹o NguyÖt-§é ¸ch T«n Gi¶ PhËt Tr­îng																	<color=Gold>
617	H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ Tr©m																	<color=Gold>
618	H¹o NguyÖt-PhËt V©n Th¸nh C« Liªn KiÕm																	<color=Gold>
619	H¹o NguyÖt-PhËt TrÇn Th¸nh C« CÇm																	<color=Gold>
620	H¹o NguyÖt-Trôc Phông Thiªn C¸i Thñ																	<color=Gold>
621	H¹o NguyÖt-Du Long §Şa KhÊt C«n																	<color=Gold>
622	H¹o NguyÖt-V« Cùc Thiªn T«n Tóc KiÕm																	<color=Gold>
623	H¹o NguyÖt-Bİch L¹c Thiªn T«n Bót																	<color=Gold>
624	H¹o NguyÖt-C¶m Thiªn §Êu Hån Th­¬ng																	<color=Gold>
625	H¹o NguyÖt-§Şnh Thiªn ThÇn NghÖ Cung																	<color=Gold>
626	H¹o NguyÖt-Quû Xóc Tµ ThÇn §ao																	<color=Gold>
627	H¹o NguyÖt-Vu Cèt §éc V­¬ng Tr¶o																	<color=Gold>
628	H¹o NguyÖt-BÊt §éng Ch©n Tiªn KiÕm																	<color=Gold>
629	H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn §ao																	<color=Gold>
630	H¹o NguyÖt-Cöu Thiªn Quû Phï Bót																	<color=Gold>
631	H¹o NguyÖt-Ma ¶nh ThÇn T«ng Tr¶o																	<color=Gold>
632	H¹o NguyÖt-Tª V©n Tiªn Tö PhiÕn																	<color=Gold>
633	H¹o NguyÖt-Phi H¹ Tiªn Tö																	<color=Gold>
634	DiÖu D­¬ng-§é N¹n T«n Gi¶ PhËt §ao																	<color=Gold>
635	DiÖu D­¬ng-§é KiÕp T«n Gi¶ PhËt Thñ																	<color=Gold>
636	DiÖu D­¬ng-§é ¸ch T«n Gi¶ PhËt Tr­îng																	<color=Gold>
637	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ Tr©m																	<color=Gold>
638	DiÖu D­¬ng-PhËt V©n Th¸nh C« Liªn KiÕm																	<color=Gold>
639	DiÖu D­¬ng-PhËt TrÇn Th¸nh C« CÇm																	<color=Gold>
640	DiÖu D­¬ng-Trôc Phông Thiªn C¸i Thñ																	<color=Gold>
641	DiÖu D­¬ng-Du Long §Şa KhÊt C«n																	<color=Gold>
642	DiÖu D­¬ng-V« Cùc Thiªn T«n Tóc KiÕm																	<color=Gold>
643	DiÖu D­¬ng-Bİch L¹c Thiªn T«n Bót																	<color=Gold>
644	DiÖu D­¬ng-C¶m Thiªn §Êu Hån Th­¬ng																	<color=Gold>
645	DiÖu D­¬ng-§Şnh Thiªn ThÇn NghÖ Cung																	<color=Gold>
646	DiÖu D­¬ng-Quû Xóc Tµ ThÇn §ao																	<color=Gold>
647	DiÖu D­¬ng-Vu Cèt §éc V­¬ng Tr¶o																	<color=Gold>
648	DiÖu D­¬ng-BÊt §éng Ch©n Tiªn KiÕm																	<color=Gold>
649	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn §ao																	<color=Gold>
650	DiÖu D­¬ng-Cöu Thiªn Quû Phï Bót																	<color=Gold>
651	DiÖu D­¬ng-Ma ¶nh ThÇn T«ng Tr¶o																	<color=Gold>
652	DiÖu D­¬ng-Tª V©n Tiªn Tö PhiÕn																	<color=Gold>
653	DiÖu D­¬ng-Phi H¹ Tiªn Tö PhiÕn																	<color=Gold>
654	DiÖu D­¬ng To¸i Hoµng	841	3															<color=Gold>
655	DiÖu D­¬ng Thiªn Cung	841	4															<color=Gold>
862	Hång Hoang KiÕm																	<color=Gold>
866	Hång Hoang PhiÕn																	<color=Gold>
867	Hång Hoang Tiªu																	<color=Gold>
882	H¹n Vò Hång Hoang KiÕm																	<color=Fire>
886	H¹n Vò Hång Hoang PhiÕn																	<color=Fire>
887	H¹n Vò Hång Hoang Tiªu																	<color=Fire>
1002	V« Väng	1200	1	1222	1	1223	1	1224	1									<color=Fire>
1003	V« TrÇn	1201	1	1225	1	1226	1	1227	1									<color=Fire>
1004	V« CÊu	1202	1	1228	1	1229	1	1230	1									<color=Fire>
1006	TuyÖt S¸t	1203	1	1231	1	1232	1	1233	1									<color=Fire>
1008	TÕ ThÕ	1204	1	1234	1	1235	1	1236	1									<color=Fire>
1009	Méng MŞ	1205	1	1237	1	1238	1	1239	1									<color=Fire>
1011	Oanh Thiªn	1206	1	1240	1	1241	1	1242	1									<color=Fire>
1012	TrÊn §Şa	1207	1	1243	1	1244	1	1245	1									<color=Fire>
1014	§¹o T©m	1208	1	1246	1	1247	1	1248	1									<color=Fire>
1015	Liªn Ch©u	1209	1	1249	1	1250	1	1251	1									<color=Fire>
1017	Táa Thµnh	1210	1	1252	1	1253	1	1254	1									<color=Fire>
1018	To¸i NguyÖt	1211	1	1255	1	1256	1	1257	1									<color=Fire>
1020	§éc Thï	1212	1	1258	1	1259	1	1260	1									<color=Fire>
1021	HuyÕt C¸p	1213	1	1261	1	1262	1	1263	1									<color=Fire>
1023	VÊn Thiªn	1214	1	1264	1	1265	1	1266	1									<color=Fire>
1025	ChiÕn Hån	1215	1	1267	1	1268	1	1269	1									<color=Fire>
1026	Häa Lao	1216	1	1270	1	1271	1	1272	1									<color=Fire>
1027	HuyÕt KhiÕt	1217	1	1273	1	1274	1	1275	1									<color=Fire>
1029	Kinh Hång	1218	1	1276	1	1277	1	1278	1									<color=Fire>
1030	L­u Ph­¬ng	1219	1	1279	1	1280	1	1281	1									<color=Fire>
1031	Tr¶m ƒc	1220	1	1282	1	1283	1	1284	1									<color=Fire>
1032	KiÕm Duyªn	1221	1	1285	1	1286	1	1287	1									<color=Fire>
2001	Hµnh gi¶	304	1	305	1	279	2											<color=Green2>
2002	Hµnh gi¶	304	1	305	1	279	2											<color=Green2>
2011	Hçn Nguyªn	306	1	308	2	258	3	261	1									<color=Green2>
2012	Hçn Nguyªn	306	1	308	2	258	3	261	1									<color=Green2>
2021	§¹t Ma Kim Cang	304	2	101	1	310	3	309	3	313	1							<color=Purple>
2022	§¹t Ma Kim Cang	304	2	101	1	310	3	309	3	313	1							<color=Purple>
2031	B¸t Bé Thiªn Long	305	2	101	1	494	2	496	1	498	1							<color=Purple>
2032	B¸t Bé Thiªn Long	305	2	101	1	494	2	496	1	498	1							<color=Purple>
2041	Thñ täa §¹t Ma §­êng	290	3	101	1	494	3	529	1	530	1							<color=Gold>
2042	Thñ täa §¹t Ma §­êng	290	3	101	1	494	3	529	1	530	1							<color=Gold>
2351	Tö Quang Hé Gi¸p	304	1	389	4	24	4											<color=Green2>
2352	Tö Quang Hé Gi¸p	304	1	389	4	24	4											<color=Green2>
2353	Tö Quang Hé Gi¸p	304	1	389	4	24	4											<color=Green2>
2354	Tö Quang Hé Gi¸p	304	1	389	4	24	4											<color=Green2>
3001	Khæ hµnh	304	1	305	1	280	2											<color=Green2>
3002	Khæ hµnh	304	1	305	1	280	2											<color=Green2>
3011	ThiÒn Tu	250	5	257	3	258	3	262	1									<color=Green2>
3012	ThiÒn Tu	250	5	257	3	258	3	262	1									<color=Green2>
3021	TruyÒn kinh ph¸p s­	304	2	101	1	312	3	311	3	314	1							<color=Purple>
3022	TruyÒn kinh ph¸p s­	304	2	101	1	312	3	311	3	314	1							<color=Purple>
3031	V« L­îng Ph¸p T«n	305	2	101	1	493	2	497	1	499	1							<color=Purple>
3032	V« L­îng Ph¸p T«n	305	2	101	1	493	2	497	1	499	1							<color=Purple>
3041	Thñ täa Tµng Kinh C¸c	290	3	101	1	493	3	531	1	532	1							<color=Gold>
3042	Thñ täa Tµng Kinh C¸c	290	3	101	1	493	3	531	1	532	1							<color=Gold>
4001	Sa Di	304	1	305	1	279	2											<color=Green2>
4002	Sa Di	304	1	305	1	279	2											<color=Green2>
4011	§Êu T¨ng	306	1	257	3	258	3	262	1									<color=Green2>
4012	§Êu T¨ng	306	1	257	3	258	3	262	1									<color=Green2>
4021	La H¸n Hé Ph¸p	304	2	101	1	312	3	311	3	315	1							<color=Purple>
4022	La H¸n Hé Ph¸p	304	2	101	1	312	3	311	3	315	1							<color=Purple>
4031	B¸t B¶o La H¸n	305	2	101	1	494	2	497	1	500	1							<color=Purple>
4032	B¸t B¶o La H¸n	305	2	101	1	494	2	497	1	500	1							<color=Purple>
4041	Thñ täa La H¸n §­êng	290	3	101	1	494	3	533	1	534	1							<color=Gold>
4042	Thñ täa La H¸n §­êng	290	3	101	1	494	3	533	1	534								<color=Gold>
6001	Trang Kh¸ch	304	1	305	1	280	2											<color=Green2>
6002	Trang Kh¸ch	304	1	305	1	280	2											<color=Green2>
6003	Trang Kh¸ch	304	1	305	1	280	2											<color=Green2>
6004	Trang Kh¸ch	304	1	305	1	280	2											<color=Green2>
6011	Hé VÖ	307	1	257	3	258	3	261	1									<color=Green2>
6012	Hé VÖ	307	1	257	3	258	3	261	1									<color=Green2>
6013	Hé VÖ	307	1	257	3	258	3	261	1									<color=Green2>
6014	Hé VÖ	307	1	257	3	258	3	261	1									<color=Green2>
6021	Bİ ®éc thİch kh¸ch	304	2	101	1	310	3	309	3	316	1							<color=Purple>
6022	Bİ ®éc thİch kh¸ch	304	2	101	1	310	3	309	3	316	1							<color=Purple>
6023	Bİ ®éc thİch kh¸ch	304	2	101	1	310	3	309	3	316	1							<color=Purple>
6024	Bİ ®éc thİch kh¸ch	304	2	101	1	310	3	309	3	316	1							<color=Purple>
6031	Thiªn C¬ Sø Gi¶	305	2	101	1	495	1	496	1	501	1							<color=Purple>
6032	Thiªn C¬ Sø Gi¶	305	2	101	1	495	1	496	1	501	1							<color=Purple>
6033	Thiªn C¬ Sø Gi¶	305	2	101	1	495	1	496	1	501	1							<color=Purple>
6034	Thiªn C¬ Sø Gi¶	305	2	101	1	495	1	496	1	501	1							<color=Purple>
6041	Thiªn Thñ ThÇn VÖ	290	3	101	1	495	2	535	1	536	1							<color=Gold>
6042	Thiªn Thñ ThÇn VÖ	290	3	101	1	495	2	535	1	536	1							<color=Gold>
6043	Thiªn Thñ ThÇn VÖ	290	3	101	1	495	2	535	1	536	1							<color=Gold>
6044	Thiªn Thñ ThÇn VÖ	290	3	101	1	495	2	535	1	536	1							<color=Gold>
8001	Thanh t©m	304	1	305	1	280	2											<color=Green2>
8002	Thanh t©m	304	1	305	1	280	2											<color=Green2>
8011	ThÓ Vò	250	5	257	3	258	3	262	1									<color=Green2>
8012	ThÓ Vò	250	5	257	3	258	3	262	1									<color=Green2>
8021	Tö Tróc sø	304	2	101	1	312	3	311	3	317	1							<color=Purple>
8022	Tö Tróc sø	304	2	101	1	312	3	311	3	317	1							<color=Purple>
8031	B¹ch Liªn Tiªn Tö	305	2	101	1	302	1	497	1	502	1							<color=Purple>
8032	B¹ch Liªn Tiªn Tö	305	2	101	1	302	1	497	1	502	1							<color=Purple>
8041	Kim Quang th¸nh n÷	290	3	101	1	495	2	502	1	538	1							<color=Gold>
8042	Kim Quang th¸nh n÷	290	3	101	1	495	2	502	1	538	1							<color=Gold>
9001	T­ khóc	304	1	305	1	280	2											<color=Green2>
9002	T­ khóc	304	1	305	1	280	2											<color=Green2>
9011	Ph¹m ©m	250	5	257	3	258	3	262	1									<color=Green2>
9012	Ph¹m ©m	250	5	257	3	258	3	262	1									<color=Green2>
9021	H¶i NguyÖt sø	304	2	101	1	312	3	311	3	318	1							<color=Purple>
9022	H¶i NguyÖt sø	304	2	101	1	312	3	311	3	318	1							<color=Purple>
9031	Ngäc VËn Tiªn Tö	305	2	101	1	494	2	496	1	503	1							<color=Purple>
9032	Ngäc VËn Tiªn Tö	305	2	101	1	494	2	496	1	503	1							<color=Purple>
9041	Thiªn ¢m th¸nh n÷	290	3	101	1	494	3	539	1	540	1							<color=Gold>
9042	Thiªn ¢m th¸nh n÷	290	3	101	1	494	3	539	1	540	1							<color=Gold>
