Tªn UÈn Linh	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	Kh¶m n¹m tiªu hao (Vµng)	Phßng ngù (Néi, ngo¹i)	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	Khi sö dông trang bŞ sÏ hiÓn thŞ tªn lo¹i h×nh	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)
C-L¨ng NhuÖ-Lv6	0	149	100	0	18000	0	500											\image\item\wenshi\emb_cloth16a1.spr	\image\item\wenshi\emb_cloth16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
C-Linh Viªn-Lv6	0	149	101	0	18000	0	500											\image\item\wenshi\emb_cloth19a1.spr	\image\item\wenshi\emb_cloth19a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
C-H¶i VËn-Lv6	0	149	102	0	18000	0	500											\image\item\wenshi\emb_cloth17a1.spr	\image\item\wenshi\emb_cloth17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
C-H¶i T©m-Lv6	0	149	103	0	18000	0	500											\image\item\wenshi\emb_cloth17a1.spr	\image\item\wenshi\emb_cloth17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
																												
T-LiÖt Nham-Lv4	0	150	53	0	14000	0	20											\image\item\wenshi\emb_shoe3a1.spr	\image\item\wenshi\emb_shoe3a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
T-Ph¸ Kh«ng-Lv4	0	150	54	0	14000	0	20											\image\item\wenshi\emb_shoe6a1.spr	\image\item\wenshi\emb_shoe6a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
T-Tóy KiÕm-Lv4	0	150	55	0	14000	0	20											\image\item\wenshi\emb_shoe9a1.spr	\image\item\wenshi\emb_shoe9a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
T-TËt Phong-Lv4	0	150	56	0	14000	0	20											\image\item\wenshi\emb_shoe12a1.spr	\image\item\wenshi\emb_shoe12a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
T-TÊn Vò-Lv4	0	150	57	0	14000	0	20											\image\item\wenshi\emb_shoe15a1.spr	\image\item\wenshi\emb_shoe15a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
T-V« L­îng-Lv4	0	150	58	0	14000	0	20											\image\item\wenshi\emb_ring3a1.spr	\image\item\wenshi\emb_ring3a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
T-Môc Minh-Lv4	0	150	59	0	14000	0	20											\image\item\wenshi\emb_ring6a1.spr	\image\item\wenshi\emb_ring6a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
T-ThÇn Lùc-Lv4	0	150	60	0	14000	0	20											\image\item\wenshi\emb_shoe3a1.spr	\image\item\wenshi\emb_shoe3a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
T-Ng­ng ThÇn-Lv4	0	150	61	0	14000	0	20											\image\item\wenshi\emb_shoe6a1.spr	\image\item\wenshi\emb_shoe6a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
T-V« Gian-Lv4	0	150	62	0	14000	0	20											\image\item\wenshi\emb_shoe12a1.spr	\image\item\wenshi\emb_shoe12a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
T-V« Cùc-Lv4	0	150	63	0	14000	0	20											\image\item\wenshi\emb_shoe15a1.spr	\image\item\wenshi\emb_shoe15a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
T-Cuång NhÉn-Lv4	0	150	64	0	14000	0	20											\image\item\wenshi\emb_shoe3a1.spr	\image\item\wenshi\emb_shoe3a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
T-L¨ng NhuÖ-Lv4	0	150	65	0	14000	0	20											\image\item\wenshi\emb_shoe3a1.spr	\image\item\wenshi\emb_shoe3a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
T-Linh Viªn-Lv4	0	150	66	0	14000	0	20											\image\item\wenshi\emb_shoe12a1.spr	\image\item\wenshi\emb_shoe12a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
T-H¶i VËn-Lv4	0	150	67	0	14000	0	20											\image\item\wenshi\emb_shoe6a1.spr	\image\item\wenshi\emb_shoe6a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
T-H¶i T©m-Lv4	0	150	68	0	14000	0	20											\image\item\wenshi\emb_shoe6a1.spr	\image\item\wenshi\emb_shoe6a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
T-LiÖt Nham-Lv5	0	150	69	0	16000	0	100											\image\item\wenshi\emb_shoe16a1.spr	\image\item\wenshi\emb_shoe16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
T-Ph¸ Kh«ng-Lv5	0	150	70	0	16000	0	100											\image\item\wenshi\emb_shoe17a1.spr	\image\item\wenshi\emb_shoe17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
T-Tóy KiÕm-Lv5	0	150	71	0	16000	0	100											\image\item\wenshi\emb_shoe18a1.spr	\image\item\wenshi\emb_shoe18a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
T-TËt Phong-Lv5	0	150	72	0	16000	0	100											\image\item\wenshi\emb_shoe19a1.spr	\image\item\wenshi\emb_shoe19a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
T-TÊn Vò-Lv5	0	150	73	0	16000	0	100											\image\item\wenshi\emb_shoe20a1.spr	\image\item\wenshi\emb_shoe20a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
T-V« L­îng-Lv5	0	150	74	0	16000	0	100											\image\item\wenshi\emb_shoe16a1.spr	\image\item\wenshi\emb_shoe16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
T-Môc Minh-Lv5	0	150	75	0	16000	0	100											\image\item\wenshi\emb_shoe18a1.spr	\image\item\wenshi\emb_shoe18a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
T-ThÇn Lùc-Lv5	0	150	76	0	16000	0	100											\image\item\wenshi\emb_shoe16a1.spr	\image\item\wenshi\emb_shoe16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
T-Ng­ng ThÇn-Lv5	0	150	77	0	16000	0	100											\image\item\wenshi\emb_shoe17a1.spr	\image\item\wenshi\emb_shoe17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
T-V« Gian-Lv5	0	150	78	0	16000	0	100											\image\item\wenshi\emb_shoe19a1.spr	\image\item\wenshi\emb_shoe19a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
T-V« Cùc-Lv5	0	150	79	0	16000	0	100											\image\item\wenshi\emb_shoe20a1.spr	\image\item\wenshi\emb_shoe20a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
T-Cuång NhÉn-Lv5	0	150	80	0	16000	0	100											\image\item\wenshi\emb_shoe16a1.spr	\image\item\wenshi\emb_shoe16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
T-L¨ng NhuÖ-Lv5	0	150	81	0	16000	0	100											\image\item\wenshi\emb_shoe16a1.spr	\image\item\wenshi\emb_shoe16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
T-Linh Viªn-Lv5	0	150	82	0	16000	0	100											\image\item\wenshi\emb_shoe19a1.spr	\image\item\wenshi\emb_shoe19a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
T-H¶i VËn-Lv5	0	150	83	0	16000	0	100											\image\item\wenshi\emb_shoe17a1.spr	\image\item\wenshi\emb_shoe17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
T-H¶i T©m-Lv5	0	150	84	0	16000	0	100											\image\item\wenshi\emb_shoe17a1.spr	\image\item\wenshi\emb_shoe17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
T-LiÖt Nham-Lv6	0	150	85	0	18000	0	500											\image\item\wenshi\emb_shoe16a1.spr	\image\item\wenshi\emb_shoe16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
T-Ph¸ Kh«ng-Lv6	0	150	86	0	18000	0	500											\image\item\wenshi\emb_shoe17a1.spr	\image\item\wenshi\emb_shoe17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
T-Tóy KiÕm-Lv6	0	150	87	0	18000	0	500											\image\item\wenshi\emb_shoe18a1.spr	\image\item\wenshi\emb_shoe18a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
T-TËt Phong-Lv6	0	150	88	0	18000	0	500											\image\item\wenshi\emb_shoe19a1.spr	\image\item\wenshi\emb_shoe19a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
T-TÊn Vò-Lv6	0	150	89	0	18000	0	500											\image\item\wenshi\emb_shoe20a1.spr	\image\item\wenshi\emb_shoe20a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
T-V« L­îng-Lv6	0	150	90	0	18000	0	500											\image\item\wenshi\emb_shoe16a1.spr	\image\item\wenshi\emb_shoe16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
T-Môc Minh-Lv6	0	150	91	0	18000	0	500											\image\item\wenshi\emb_shoe18a1.spr	\image\item\wenshi\emb_shoe18a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
T-ThÇn Lùc-Lv6	0	150	92	0	18000	0	500											\image\item\wenshi\emb_shoe16a1.spr	\image\item\wenshi\emb_shoe16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
T-Ng­ng ThÇn-Lv6	0	150	93	0	18000	0	500											\image\item\wenshi\emb_shoe17a1.spr	\image\item\wenshi\emb_shoe17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
T-V« Gian-Lv6	0	150	94	0	18000	0	500											\image\item\wenshi\emb_shoe19a1.spr	\image\item\wenshi\emb_shoe19a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
T-V« Cùc-Lv6	0	150	95	0	18000	0	500											\image\item\wenshi\emb_shoe20a1.spr	\image\item\wenshi\emb_shoe20a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
T-Cuång NhÉn-Lv6	0	150	96	0	18000	0	500											\image\item\wenshi\emb_shoe16a1.spr	\image\item\wenshi\emb_shoe16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
T-L¨ng NhuÖ-Lv6	0	150	97	0	18000	0	500											\image\item\wenshi\emb_shoe16a1.spr	\image\item\wenshi\emb_shoe16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
T-Linh Viªn-Lv6	0	150	98	0	18000	0	500											\image\item\wenshi\emb_shoe19a1.spr	\image\item\wenshi\emb_shoe19a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
T-H¶i VËn-Lv6	0	150	99	0	18000	0	500											\image\item\wenshi\emb_shoe17a1.spr	\image\item\wenshi\emb_shoe17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
T-H¶i T©m-Lv6	0	150	100	0	18000	0	500											\image\item\wenshi\emb_shoe17a1.spr	\image\item\wenshi\emb_shoe17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
																												
H-LiÖt Nham-Lv7	0	148	101	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
H-Ph¸ Kh«ng-Lv7	0	148	102	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
H-Tóy KiÕm-Lv7	0	148	103	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
H-TËt Phong-Lv7	0	148	104	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
H-TÊn Vò-Lv7	0	148	105	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
H-ThÇn Lùc-Lv7	0	148	106	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
H-Ng­ng ThÇn-Lv7	0	148	107	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
H-V« Gian-Lv7	0	148	108	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
H-V« Cùc-Lv7	0	148	109	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
H-Cuång NhÉn-Lv7	0	148	110	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
H-L¨ng NhuÖ-Lv7	0	148	111	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
