Tªn tr©n ch©u	Lo¹i h×nh chÝnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	Dù L­u	Ö÷ÊôÐÔID£¬¶ÔÓ¦left_pearl_attr.txt	¸±ÊôÐÔ³ØID£¬¶ÔÓ¦left_pearl_attr_group.txt	Dù L­u	Dù L­u	Dù L­u	Ph©n lo¹i: 1 NhËt 2 NguyÖt 3 Tinh 4 ThÇn 5 Thiªn 6 §Þa 7 S¬n 8 H¶i 9 Phong 10 Vô 11 Xu©n 12 H¹ 13 Thu 14 §«ng 15 Thñy 16 Th¹ch 17 V©n 18 Vò 19 TuyÕt 20 S­¬ng	§¾ng cÊp yªu cÇu	Giíi tÝnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	Khi sö dông trang bÞ sÏ hiÓn thÞ tªn lo¹i h×nh	Khi vøt ra ngoµi sÏ hiÓn thÞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dÞch(0 ®­îc,1 kh«ng ®­îc,2 chØ cã thÓ b¸n ë tiÖm,3 chØ cã thÓ b¸n)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Gi¸ trÞ	
§«ng-Linh Tr¹ch	0	122	343	0	0			16	14				14	100				\image\item\canghaiyizhu\¶¬2a1.spr	\image\item\canghaiyizhu\¶¬2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
§«ng-Ngù K×nh	0	122	344	0	0			4	14				14	100				\image\item\canghaiyizhu\¶¬2a1.spr	\image\item\canghaiyizhu\¶¬2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
§«ng-Nguyªn Tù	0	122	345	0	0			37	14				14	100				\image\item\canghaiyizhu\¶¬3a1.spr	\image\item\canghaiyizhu\¶¬3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
§«ng-Hµn ThÇn	0	122	346	0	0			38	14				14	100				\image\item\canghaiyizhu\¶¬3a1.spr	\image\item\canghaiyizhu\¶¬3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
§«ng-Linh Tr¹ch	0	122	347	0	0			16	14				14	100				\image\item\canghaiyizhu\¶¬3a1.spr	\image\item\canghaiyizhu\¶¬3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
§«ng-Ngù K×nh	0	122	348	0	0			4	14				14	100				\image\item\canghaiyizhu\¶¬3a1.spr	\image\item\canghaiyizhu\¶¬3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
§«ng-Nguyªn Tù	0	122	349	0	0			37	14				14	100				\image\item\canghaiyizhu\¶¬4a1.spr	\image\item\canghaiyizhu\¶¬4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
§«ng-Hµn ThÇn	0	122	350	0	0			38	14				14	100				\image\item\canghaiyizhu\¶¬4a1.spr	\image\item\canghaiyizhu\¶¬4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
§«ng-Linh Tr¹ch	0	122	351	0	0			16	14				14	100				\image\item\canghaiyizhu\¶¬4a1.spr	\image\item\canghaiyizhu\¶¬4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
§«ng-Ngù K×nh	0	122	352	0	0			4	14				14	100				\image\item\canghaiyizhu\¶¬4a1.spr	\image\item\canghaiyizhu\¶¬4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
§«ng-Nguyªn Tù	0	122	353	0	0			37	54				14	100				\image\item\canghaiyizhu\¶¬5a1.spr	\image\item\canghaiyizhu\¶¬5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
§«ng-Hµn ThÇn	0	122	354	0	0			38	54				14	100				\image\item\canghaiyizhu\¶¬5a1.spr	\image\item\canghaiyizhu\¶¬5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
§«ng-Linh Tr¹ch	0	122	355	0	0			16	54				14	100				\image\item\canghaiyizhu\¶¬5a1.spr	\image\item\canghaiyizhu\¶¬5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
§«ng-Ngù K×nh	0	122	356	0	0			4	54				14	100				\image\item\canghaiyizhu\¶¬5a1.spr	\image\item\canghaiyizhu\¶¬5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
§«ng-Nguyªn Tù	0	122	357	0	0			37	34				14	100				\image\item\canghaiyizhu\¶¬6a1.spr	\image\item\canghaiyizhu\¶¬6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
§«ng-Hµn ThÇn	0	122	358	0	0			38	34				14	100				\image\item\canghaiyizhu\¶¬6a1.spr	\image\item\canghaiyizhu\¶¬6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
§«ng-Linh Tr¹ch	0	122	359	0	0			16	34				14	100				\image\item\canghaiyizhu\¶¬6a1.spr	\image\item\canghaiyizhu\¶¬6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
§«ng-Ngù K×nh	0	122	360	0	0			4	34				14	100				\image\item\canghaiyizhu\¶¬6a1.spr	\image\item\canghaiyizhu\¶¬6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
§«ng-Nguyªn Tù	0	122	361	0	0			37	34				14	100				\image\item\canghaiyizhu\¶¬7a1.spr	\image\item\canghaiyizhu\¶¬7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
§«ng-Hµn ThÇn	0	122	362	0	0			38	34				14	100				\image\item\canghaiyizhu\¶¬7a1.spr	\image\item\canghaiyizhu\¶¬7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
§«ng-Linh Tr¹ch	0	122	363	0	0			16	34				14	100				\image\item\canghaiyizhu\¶¬7a1.spr	\image\item\canghaiyizhu\¶¬7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
§«ng-Ngù K×nh	0	122	364	0	0			4	34				14	100				\image\item\canghaiyizhu\¶¬7a1.spr	\image\item\canghaiyizhu\¶¬7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
Thñy-Thanh Dao	0	122	365	0	0			40	15				15	100				\image\item\canghaiyizhu\Ë®1a1.spr	\image\item\canghaiyizhu\Ë®1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
Thñy-Nguyªn Töu	0	122	366	0	0			41	15				15	100				\image\item\canghaiyizhu\Ë®1a1.spr	\image\item\canghaiyizhu\Ë®1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
Thñy-Kinh Hång	0	122	367	0	0			42	15				15	100				\image\item\canghaiyizhu\Ë®1a1.spr	\image\item\canghaiyizhu\Ë®1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
Thñy-Ngù K×nh	0	122	368	0	0			4	15				15	100				\image\item\canghaiyizhu\Ë®1a1.spr	\image\item\canghaiyizhu\Ë®1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
Thñy-Thanh Dao	0	122	369	0	0			40	15				15	100				\image\item\canghaiyizhu\Ë®2a1.spr	\image\item\canghaiyizhu\Ë®2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
Thñy-Nguyªn Töu	0	122	370	0	0			41	15				15	100				\image\item\canghaiyizhu\Ë®2a1.spr	\image\item\canghaiyizhu\Ë®2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
Thñy-Kinh Hång	0	122	371	0	0			42	15				15	100				\image\item\canghaiyizhu\Ë®2a1.spr	\image\item\canghaiyizhu\Ë®2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
Thñy-Ngù K×nh	0	122	372	0	0			4	15				15	100				\image\item\canghaiyizhu\Ë®2a1.spr	\image\item\canghaiyizhu\Ë®2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
Thñy-Thanh Dao	0	122	373	0	0			40	15				15	100				\image\item\canghaiyizhu\Ë®3a1.spr	\image\item\canghaiyizhu\Ë®3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
Thñy-Nguyªn Töu	0	122	374	0	0			41	15				15	100				\image\item\canghaiyizhu\Ë®3a1.spr	\image\item\canghaiyizhu\Ë®3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
Thñy-Kinh Hång	0	122	375	0	0			42	15				15	100				\image\item\canghaiyizhu\Ë®3a1.spr	\image\item\canghaiyizhu\Ë®3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
Thñy-Ngù K×nh	0	122	376	0	0			4	15				15	100				\image\item\canghaiyizhu\Ë®3a1.spr	\image\item\canghaiyizhu\Ë®3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
Thñy-Thanh Dao	0	122	377	0	0			40	15				15	100				\image\item\canghaiyizhu\Ë®4a1.spr	\image\item\canghaiyizhu\Ë®4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
Thñy-Nguyªn Töu	0	122	378	0	0			41	15				15	100				\image\item\canghaiyizhu\Ë®4a1.spr	\image\item\canghaiyizhu\Ë®4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
Thñy-Kinh Hång	0	122	379	0	0			42	15				15	100				\image\item\canghaiyizhu\Ë®4a1.spr	\image\item\canghaiyizhu\Ë®4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
Thñy-Ngù K×nh	0	122	380	0	0			4	15				15	100				\image\item\canghaiyizhu\Ë®4a1.spr	\image\item\canghaiyizhu\Ë®4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
Thñy-Thanh Dao	0	122	381	0	0			40	55				15	100				\image\item\canghaiyizhu\Ë®5a1.spr	\image\item\canghaiyizhu\Ë®5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
Thñy-Nguyªn Töu	0	122	382	0	0			41	55				15	100				\image\item\canghaiyizhu\Ë®5a1.spr	\image\item\canghaiyizhu\Ë®5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
Thñy-Kinh Hång	0	122	383	0	0			42	55				15	100				\image\item\canghaiyizhu\Ë®5a1.spr	\image\item\canghaiyizhu\Ë®5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
Thñy-Ngù K×nh	0	122	384	0	0			4	55				15	100				\image\item\canghaiyizhu\Ë®5a1.spr	\image\item\canghaiyizhu\Ë®5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
Thñy-Thanh Dao	0	122	385	0	0			40	35				15	100				\image\item\canghaiyizhu\Ë®6a1.spr	\image\item\canghaiyizhu\Ë®6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
Thñy-Nguyªn Töu	0	122	386	0	0			41	35				15	100				\image\item\canghaiyizhu\Ë®6a1.spr	\image\item\canghaiyizhu\Ë®6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
Thñy-Kinh Hång	0	122	387	0	0			42	35				15	100				\image\item\canghaiyizhu\Ë®6a1.spr	\image\item\canghaiyizhu\Ë®6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
Thñy-Ngù K×nh	0	122	388	0	0			4	35				15	100				\image\item\canghaiyizhu\Ë®6a1.spr	\image\item\canghaiyizhu\Ë®6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
Thñy-Thanh Dao	0	122	389	0	0			40	35				15	100				\image\item\canghaiyizhu\Ë®7a1.spr	\image\item\canghaiyizhu\Ë®7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
Thñy-Nguyªn Töu	0	122	390	0	0			41	35				15	100				\image\item\canghaiyizhu\Ë®7a1.spr	\image\item\canghaiyizhu\Ë®7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
Thñy-Kinh Hång	0	122	391	0	0			42	35				15	100				\image\item\canghaiyizhu\Ë®7a1.spr	\image\item\canghaiyizhu\Ë®7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
Thñy-Ngù K×nh	0	122	392	0	0			4	35				15	100				\image\item\canghaiyizhu\Ë®7a1.spr	\image\item\canghaiyizhu\Ë®7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
Th¹ch-S¬n Cèt	0	122	393	0	0			43	16				16	100				\image\item\canghaiyizhu\Ê¯1a1.spr	\image\item\canghaiyizhu\Ê¯1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
Th¹ch-V©n C¨n	0	122	394	0	0			44	16				16	100				\image\item\canghaiyizhu\Ê¯1a1.spr	\image\item\canghaiyizhu\Ê¯1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
Th¹ch-Tinh ChÊt	0	122	395	0	0			45	16				16	100				\image\item\canghaiyizhu\Ê¯1a1.spr	\image\item\canghaiyizhu\Ê¯1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
Th¹ch-Huúnh HoÆc	0	122	396	0	0			46	16				16	100				\image\item\canghaiyizhu\Ê¯1a1.spr	\image\item\canghaiyizhu\Ê¯1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
Th¹ch-LiÖt B¹ch	0	122	397	0	0			47	16				16	100				\image\item\canghaiyizhu\Ê¯1a1.spr	\image\item\canghaiyizhu\Ê¯1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
Th¹ch-Ngù K×nh	0	122	398	0	0			4	16				16	100				\image\item\canghaiyizhu\Ê¯1a1.spr	\image\item\canghaiyizhu\Ê¯1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
Th¹ch-S¬n Cèt	0	122	399	0	0			43	16				16	100				\image\item\canghaiyizhu\Ê¯2a1.spr	\image\item\canghaiyizhu\Ê¯2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
Th¹ch-V©n C¨n	0	122	400	0	0			44	16				16	100				\image\item\canghaiyizhu\Ê¯2a1.spr	\image\item\canghaiyizhu\Ê¯2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
Th¹ch-Tinh ChÊt	0	122	401	0	0			45	16				16	100				\image\item\canghaiyizhu\Ê¯2a1.spr	\image\item\canghaiyizhu\Ê¯2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
Th¹ch-Huúnh HoÆc	0	122	402	0	0			46	16				16	100				\image\item\canghaiyizhu\Ê¯2a1.spr	\image\item\canghaiyizhu\Ê¯2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
Th¹ch-LiÖt B¹ch	0	122	403	0	0			47	16				16	100				\image\item\canghaiyizhu\Ê¯2a1.spr	\image\item\canghaiyizhu\Ê¯2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
Th¹ch-Ngù K×nh	0	122	404	0	0			4	16				16	100				\image\item\canghaiyizhu\Ê¯2a1.spr	\image\item\canghaiyizhu\Ê¯2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
Th¹ch-S¬n Cèt	0	122	405	0	0			43	16				16	100				\image\item\canghaiyizhu\Ê¯3a1.spr	\image\item\canghaiyizhu\Ê¯3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
Th¹ch-V©n C¨n	0	122	406	0	0			44	16				16	100				\image\item\canghaiyizhu\Ê¯3a1.spr	\image\item\canghaiyizhu\Ê¯3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
Th¹ch-Tinh ChÊt	0	122	407	0	0			45	16				16	100				\image\item\canghaiyizhu\Ê¯3a1.spr	\image\item\canghaiyizhu\Ê¯3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
Th¹ch-Huúnh HoÆc	0	122	408	0	0			46	16				16	100				\image\item\canghaiyizhu\Ê¯3a1.spr	\image\item\canghaiyizhu\Ê¯3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
Th¹ch-LiÖt B¹ch	0	122	409	0	0			47	16				16	100				\image\item\canghaiyizhu\Ê¯3a1.spr	\image\item\canghaiyizhu\Ê¯3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
Th¹ch-Ngù K×nh	0	122	410	0	0			4	16				16	100				\image\item\canghaiyizhu\Ê¯3a1.spr	\image\item\canghaiyizhu\Ê¯3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
Th¹ch-S¬n Cèt	0	122	411	0	0			43	16				16	100				\image\item\canghaiyizhu\Ê¯4a1.spr	\image\item\canghaiyizhu\Ê¯4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
Th¹ch-V©n C¨n	0	122	412	0	0			44	16				16	100				\image\item\canghaiyizhu\Ê¯4a1.spr	\image\item\canghaiyizhu\Ê¯4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
Th¹ch-Tinh ChÊt	0	122	413	0	0			45	16				16	100				\image\item\canghaiyizhu\Ê¯4a1.spr	\image\item\canghaiyizhu\Ê¯4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
Th¹ch-Huúnh HoÆc	0	122	414	0	0			46	16				16	100				\image\item\canghaiyizhu\Ê¯4a1.spr	\image\item\canghaiyizhu\Ê¯4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
Th¹ch-LiÖt B¹ch	0	122	415	0	0			47	16				16	100				\image\item\canghaiyizhu\Ê¯4a1.spr	\image\item\canghaiyizhu\Ê¯4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
Th¹ch-Ngù K×nh	0	122	416	0	0			4	16				16	100				\image\item\canghaiyizhu\Ê¯4a1.spr	\image\item\canghaiyizhu\Ê¯4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
Th¹ch-S¬n Cèt	0	122	417	0	0			43	56				16	100				\image\item\canghaiyizhu\Ê¯5a1.spr	\image\item\canghaiyizhu\Ê¯5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
Th¹ch-V©n C¨n	0	122	418	0	0			44	56				16	100				\image\item\canghaiyizhu\Ê¯5a1.spr	\image\item\canghaiyizhu\Ê¯5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
Th¹ch-Tinh ChÊt	0	122	419	0	0			45	56				16	100				\image\item\canghaiyizhu\Ê¯5a1.spr	\image\item\canghaiyizhu\Ê¯5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
Th¹ch-Huúnh HoÆc	0	122	420	0	0			46	56				16	100				\image\item\canghaiyizhu\Ê¯5a1.spr	\image\item\canghaiyizhu\Ê¯5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
Th¹ch-LiÖt B¹ch	0	122	421	0	0			47	56				16	100				\image\item\canghaiyizhu\Ê¯5a1.spr	\image\item\canghaiyizhu\Ê¯5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
Th¹ch-Ngù K×nh	0	122	422	0	0			4	56				16	100				\image\item\canghaiyizhu\Ê¯5a1.spr	\image\item\canghaiyizhu\Ê¯5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
Th¹ch-S¬n Cèt	0	122	423	0	0			43	36				16	100				\image\item\canghaiyizhu\Ê¯6a1.spr	\image\item\canghaiyizhu\Ê¯6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
Th¹ch-V©n C¨n	0	122	424	0	0			44	36				16	100				\image\item\canghaiyizhu\Ê¯6a1.spr	\image\item\canghaiyizhu\Ê¯6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
Th¹ch-Tinh ChÊt	0	122	425	0	0			45	36				16	100				\image\item\canghaiyizhu\Ê¯6a1.spr	\image\item\canghaiyizhu\Ê¯6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
Th¹ch-Huúnh HoÆc	0	122	426	0	0			46	36				16	100				\image\item\canghaiyizhu\Ê¯6a1.spr	\image\item\canghaiyizhu\Ê¯6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
Th¹ch-LiÖt B¹ch	0	122	427	0	0			47	36				16	100				\image\item\canghaiyizhu\Ê¯6a1.spr	\image\item\canghaiyizhu\Ê¯6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
Th¹ch-Ngù K×nh	0	122	428	0	0			4	36				16	100				\image\item\canghaiyizhu\Ê¯6a1.spr	\image\item\canghaiyizhu\Ê¯6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
