C¸c lo¹i ®¹o cô	§¹o cô cô thÓ	Ph©n lo¹i chi tiÕt	Thuéc tÝnh ngò hµnh	CÊp	Ng©n l­îng	Chän	Danh väng s­ m«n	 ®ång 	Ghi nhí giao ®Þch?	Tªn ®¹o cô (®Æt cuèi cïng, kh«ng ®äc theo tr×nh tù)
0	109	54	0	1	800			0		
0	109	55	0	1	800			0		
0	109	56	0	1	800			0		
0	109	57	0	1	800			0		
0	109	58	0	1	800			0		
0	109	59	0	1	800			0		
0	109	60	0	1	800			0		
0	109	61	0	1	800			0		
0	109	62	0	1	800			0		
0	109	63	0	1	800			0		
0	109	64	0	1	800			0		
0	109	65	0	1	800			0		
0	109	66	0	1	800			0		
0	109	67	0	1	800			0		
0	109	68	0	1	800			0		
0	109	69	0	1	800			0		
0	109	70	0	1	800			0		
0	109	71	0	1	800			0		
0	109	72	0	1	800			0		
0	110	37	0	1	800			0		
0	110	38	0	1	800			0		
0	110	39	0	1	800			0		
0	110	40	0	1	800			0		
0	110	41	0	1	800			0		
0	110	42	0	1	800			0		
0	110	43	0	1	800			0		
0	110	44	0	1	800			0		
0	110	45	0	1	800			0		
0	110	46	0	1	800			0		
0	110	47	0	1	800			0		
0	110	48	0	1	800			0		
0	110	49	0	1	800			0		
0	110	50	0	1	800			0		
0	110	51	0	1	800			0		
0	110	52	0	1	800			0		
0	110	53	0	1	800			0		
0	110	54	0	1	800			0		
0	110	55	0	1	800			0		
0	110	56	0	1	800			0		
0	110	57	0	1	800			0		
0	110	58	0	1	800			0		
0	110	59	0	1	800			0		
0	110	60	0	1	800			0		
0	110	61	0	1	800			0		
0	110	62	0	1	800			0		
0	110	63	0	1	800			0		
0	110	64	0	1	800			0		
0	110	65	0	1	800			0		
0	110	66	0	1	800			0		
0	110	67	0	1	800			0		
0	110	68	0	1	800			0		
0	110	69	0	1	800			0		
0	110	70	0	1	800			0		
0	110	71	0	1	800			0		
0	110	72	0	1	800			0		
0	103	37	0	1	52			0		
0	103	38	0	1	544			0		
0	103	39	0	1	1584			0		
0	103	40	0	1	1828			0		
0	103	41	0	1	2900			0		
0	103	42	0	1	2936			0		
0	103	43	0	1	4184			0		
0	103	44	0	1	4460			0		
0	103	45	0	1	6780			0		
0	103	46	0	1	7244			0		
0	103	47	0	1	12256			0		
0	103	48	0	1	13208			0		
0	103	49	0	1	20296			0		
0	103	50	0	1	21608			0		
0	103	51	0	1	33040			0		
0	103	52	0	1	34420			0		
0	103	53	0	1	51692			0		
0	103	54	0	1	55452			0		
0	103	55	0	1	52			0		
0	103	56	0	1	544			0		
0	103	57	0	1	1584			0		
0	103	58	0	1	1828			0		
0	103	59	0	1	2900			0		
0	103	60	0	1	2936			0		
0	103	61	0	1	4184			0		
0	103	62	0	1	4460			0		
0	103	63	0	1	6780			0		
0	103	64	0	1	7244			0		
0	103	65	0	1	12256			0		
0	103	66	0	1	13208			0		
0	103	67	0	1	20296			0		
0	103	68	0	1	21608			0		
0	103	69	0	1	33040			0		
0	103	70	0	1	34420			0		
0	103	71	0	1	51692			0		
0	103	72	0	1	55452			0		
0	108	37	0	1	800			0		
0	108	38	0	1	800			0		
0	108	39	0	1	800			0		
0	108	40	0	1	800			0		
0	108	41	0	1	800			0		
0	108	42	0	1	800			0		
0	108	43	0	1	800			0		
0	108	44	0	1	800			0		
0	108	45	0	1	800			0		
0	108	46	0	1	800			0		
0	108	47	0	1	800			0		
0	108	48	0	1	800			0		
0	108	49	0	1	800			0		
0	108	50	0	1	800			0		
0	108	51	0	1	800			0		
0	108	52	0	1	800			0		
0	108	53	0	1	800			0		
0	108	54	0	1	800			0		
0	108	55	0	1	800			0		
0	108	56	0	1	800			0		
0	108	57	0	1	800			0		
0	108	58	0	1	800			0		
0	108	59	0	1	800			0		
0	108	60	0	1	800			0		
0	108	61	0	1	800			0		
0	108	62	0	1	800			0		
0	108	63	0	1	800			0		
0	108	64	0	1	800			0		
0	108	65	0	1	800			0		
0	108	66	0	1	800			0		
0	108	67	0	1	800			0		
0	108	68	0	1	800			0		
0	108	69	0	1	800			0		
0	108	70	0	1	800			0		
0	108	71	0	1	800			0		
0	108	72	0	1	800			0		
0	200	1	0	1	100			0		
0	200	2	0	1	100			0		
0	200	3	0	1	100			0		
0	200	4	0	1	100			0		
0	200	5	0	1	100			0		
0	200	6	0	1	100			0		
0	200	7	0	1	100			0		
0	200	8	0	1	100			0		
0	200	9	0	1	100			0		
0	200	10	0	1	100			0		
1	5	1	0	1	500			0		
1	5	2	0	1	500			0		
1	5	4	0	1	500			0		
0	102	1	0	1	1600			0		
0	102	6	0	1	2400			0		
0	102	11	0	1	3200			0		
0	102	16	0	1	4000			0		
0	102	2	0	1	4800			0		
0	102	7	0	1	7200			0		
0	102	12	0	1	9600			0		
0	102	17	0	1	12000			0		
1	1	1	0	1	10			0		
1	0	1	0	1	10			0		
0	200	11	0	1	500			0		Cuèc chim
0	200	12	0	1	500			0		ChÕ B× ®ao
0	200	13	0	1	500			0		Cuèc
0	200	14	0	1	500			0		ThiÕt phñ
0	200	15	0	1	500			0		Con thoi
0	200	16	0	1	500			0		Cuèc thuèc
2	12	110	0	1	80			0		
2	12	111	0	1	200			0		
2	12	112	0	1	400			0		
2	12	113	0	1	800			0		
2	12	114	0	1	1200			0		
2	12	115	0	1	80			0		
2	12	116	0	1	200			0		
2	12	117	0	1	400			0		
2	12	118	0	1	800			0		
2	12	119	0	1	1200			0		
2	12	120	0	1	120			0		
2	12	121	0	1	240			0		
2	12	122	0	1	600			0		
2	12	123	0	1	1000			0		
2	12	124	0	1	1600			0		
1	5	3	0	1	500			0		
1	5	7	0	1	500			0		
2	2	59	0	1	150			0		
2	2	60	0	2	900			0		
2	2	61	0	3	3000			0		
2	2	62	0	1	150			0		
2	2	63	0	2	900			0		
2	2	64	0	3	3000			0		
2	2	65	0	1	100			0		
0	200	17	0	1	5200			0		
0	200	18	0	1	5200			0		
0	200	19	0	1	5200			0		
0	200	20	0	1	5200			0		
0	200	21	0	1	5200			0		
0	200	22	0	1	5200			0		
2	2	28	0	1	1000			0		
2	1	202	0	1	2400			0		
2	0	156	0	1	566			0		
2	0	157	0	1	356			0		
2	0	158	0	1	97			0		
2	0	159	0	1	356			0		
2	0	160	0	1	566			0		
2	0	161	0	1	97			0		
2	0	162	0	1	97			0		
2	0	163	0	1	356			0		
2	0	164	0	1	566			0		
2	0	165	0	1	97			0		
2	0	166	0	1	566			0		
2	0	167	0	1	356			0		
2	0	168	0	1	356			0		
2	0	169	0	1	356			0		
2	0	170	0	1	97			0		
2	0	171	0	1	97			0		
2	0	172	0	1	356			0		
2	0	173	0	1	566			0		
2	0	174	0	1	356			0		
2	0	175	0	1	356			0		
2	0	176	0	1	566			0		
2	0	177	0	1	97			0		
2	0	178	0	1	356			0		
2	0	179	0	1	566			0		
2	0	180	0	1	97			0		
2	0	181	0	1	356			0		
2	0	182	0	1	566			0		
2	0	183	0	1	97			0		
2	0	184	0	1	566			0		
2	0	185	0	1	356			0		
2	0	186	0	1	356			0		
2	0	187	0	1	566			0		
2	0	188	0	1	97			0		
2	0	189	0	1	566			0		
2	0	190	0	1	566			0		
2	0	191	0	1	97			0		
2	0	192	0	1	356			0		
2	0	193	0	1	97			0		
2	0	194	0	1	97			0		
2	0	195	0	1	97			0		
2	0	196	0	1	356			0		
2	0	197	0	1	566			0		
2	0	198	0	1	1			0		
2	0	199	0	1	1			0		
2	0	200	0	1	1			0		
2	0	201	0	1	1			0		
2	0	202	0	1	1			0		
2	0	203	0	1	1			0		
2	0	31	0	1	50000			0		
0	6	97	0	1	1104			0		ThiÕt th­¬ng
0	6	98	0	1	2652			0		§iÓm Cang th­¬ng
0	6	99	0	1	3520			0		Lôc L¨ng th­¬ng
0	6	100	0	1	4464			0		C©u Liªm th­¬ng
0	6	101	0	1	6160			0		Truy Hån th­¬ng
0	6	102	0	1	9316			0		Tó Cèt th­¬ng
0	6	103	0	1	13676			0		XÝch NguyÖt th­¬ng
0	6	104	0	1	20616			0		Ng©n Xµ th­¬ng
0	6	105	0	1	29632			0		Háa Yªn Th­¬ng
0	6	106	0	1	39648			0		Tr­îng B¸t Xµ M©u
0	6	107	0	1	54312			0		Ph¸ Thiªn kÝch
0	4	108	0	1	1104			0		Tróc Méc cung
0	4	109	0	1	2652			0		Thanh §»ng cung
0	4	110	0	1	3520			0		Tinh ThiÕt cung
0	4	111	0	1	4464			0		L¹c Nh¹n cung
0	4	112	0	1	6160			0		Xuyªn T©m cung
0	4	113	0	1	9316			0		Trôc NguyÖt cung
0	4	114	0	1	13676			0		DiÖt DiÖm cung
0	4	115	0	1	20616			0		Tö Kim
0	4	116	0	1	29632			0		ThÇn Lùc
0	4	117	0	1	39648			0		Xi Nha
0	4	118	0	1	54312			0		Long KhÈu
2	15	10	0	1	5	100		0		
0	108	109	0	1	300000			0		
0	108	110	0	1	300000			0		
0	108	111	0	1	300000			0		
0	108	112	0	1	300000			0		
0	109	109	0	1	300000			0		
0	109	110	0	1	300000			0		
0	109	111	0	1	300000			0		
0	109	112	0	1	300000			0		
0	110	73	0	1	300000			0		
0	110	74	0	1	300000			0		
0	110	75	0	1	300000			0		
0	110	76	0	1	300000			0		
2	1	210	0	1	300000			0		
2	1	211	0	1	300000			0		
0	105	10	0	1	1000			0		
2	3	219	0	1	100			0		TiÓu tuyÕt cÇu
2	1	228	0	1	300000			0		ThiÖp xu©n
2	1	229	0	1	300000			0		ThiÖp xu©n
2	1	230	0	1	300000			0		ThiÖp xu©n
2	1	231	0	1	300000			0		ThiÖp xu©n
2	1	232	0	1	300000			0		ThiÖp xu©n
2	1	233	0	1	300000			0		ThiÖp xu©n
2	1	234	0	1	300000			0		ThiÖp xu©n
2	1	235	0	1	300000			0		ThiÖp xu©n
2	1	236	0	1	300000			0		ThiÖp xu©n
2	1	237	0	1	300000			0		ThiÖp xu©n
2	3	214	0	1	100			0		Ph¸o
2	3	215	0	1	500			0		Phong ph¸o
2	3	216	0	1	200			0		§¹n tiÓu tuyÕt cÇu
0	109	113	0	1	660000			0		Trang phôc xu©n chuÈn
0	109	114	0	1	660000			0		Trang phôc xu©n kh«i ng«
0	109	115	0	1	660000			0		Trang phôc xu©n KiÒu n÷
0	109	116	0	1	660000			0		Trang phôc xu©n gîi c¶m
2	1	334	0	1	300000			0		ThiÖp t×nh nh©n
2	1	335	0	1	300000			0		ThiÖp t×nh nh©n
2	1	336	0	1	300000			0		ThiÖp t×nh nh©n
2	1	337	0	1	300000			0		ThiÖp t×nh nh©n
2	1	338	0	1	300000			0		ThiÖp t×nh nh©n
2	1	339	0	1	300000			0		ThiÖp t×nh nh©n
2	1	340	0	1	300000			0		ThiÖp xu©n
2	1	341	0	1	300000			0		ThiÖp xu©n
2	1	342	0	1	300000			0		ThiÖp xu©n
2	1	270	0	1	0			1		B¹ch C©u Hoµn
2	1	270	0	1	0	10		8		B¹ch C©u Hoµn
0	105	1	0	1	100000					XÝch Ký
0	105	2	0	1	100000					Hoµng Ký
0	105	3	0	1	100000					H¾c Ký
0	105	4	0	1	100000					B¹ch Ký
0	105	5	0	1	1000000					Hång T«ng m·
0	105	6	0	1	1000000					Hoµng T«ng m·
0	105	7	0	1	1000000					H¾c T«ng m·
0	105	8	0	1	1000000					B¹ch T«ng m·
0	105	9	0	1	10000000					XÝch Thè
0	105	11	0	1	10000000					Tr¶o Hoµng Phi §iÖn
0	105	12	0	1	10000000					Hèt L«i B¸c
0	105	13	0	1	10000000					Bé C¶nh
0	11	1	0	1	287					H¾c ThiÕt tr¶o
0	11	2	0	1	691					Tinh Cang tr¶o
0	11	3	0	1	917					C¬ Quan tr¶o
0	11	4	0	1	1162					Phi Hoµnh tr¶o
0	11	5	0	1	1604					¸m thÝch
0	11	6	0	1	2426					R¨ng sãi
0	11	7	0	1	3561					Né DiÖm
0	11	8	0	1	5368					V¹n KiÕp
0	11	9	0	1	7717					D­¬ng Qu©n
0	11	10	0	1	10325					Ng­ng S­¬ng
0	11	11	0	1	14144					Ngò T«n
0	7	1	0	1	287					LiÔu DiÖp Song §ao
0	7	2	0	1	691					NguyÖt Nha thÝch
0	7	3	0	1	917					§èi Phi thÝch
0	7	4	0	1	1162					Hång Ên ®ao
0	7	5	0	1	1604					Biªn Bøc ®ao
0	7	6	0	1	2426					Né Hång
0	7	7	0	1	3561					B¸o Hoa
0	7	8	0	1	5368					Uyªn ¦¬ng Liªn Hoµn
0	7	9	0	1	7717					HuyÕt Liªn Hoµn
0	7	10	0	1	10325					T«i NguyÖt
0	7	11	0	1	14144					§o¹n Tr­êng
0	109	1	0	1				10		HiÖp ThiÕu bè y
0	109	2	0	1				10		H¾c T¹o bè y
0	109	3	0	1				10		Tö C©m Bè Y
0	109	4	0	1				10		Bµn Long Tó
0	109	5	0	1				10		Th­¬ng Lang y
0	109	6	0	1				10		YÓm T©m gi¸p
0	109	7	0	1				10		ThÇn Hµnh phôc
0	109	8	0	1				10		Thanh S­¬ng bµo
0	109	9	0	1				10		Tham Lang y
0	109	10	0	1				10		XÝch §ång trô
0	109	11	0	1				10		NhuyÔn Kim y
0	109	12	0	1				10		Th­¬ng  Lan y
0	109	13	0	1				10		Lam K×nh b× gi¸p
0	109	14	0	1				10		XÝch Long bµo
0	109	15	0	1				10		Thiªn Lang y
0	109	16	0	1				10		B¨ng Tµm Trï sam
0	109	17	0	1				10		S¬n Quû huyÕt y
0	109	18	0	1				10		Thiªn Gi¸ng bµo
0	109	19	0	1				10		HiÖp ThiÕu y
0	109	20	0	1				10		ThiÕt Hé Kiªn
0	109	21	0	1				10		Thó Hé Kiªn
0	109	22	0	1				10		CÈm Ti C©n
0	109	23	0	1				10		Hµo HiÖp y
0	109	24	0	1				10		Kim Ngäc Trï sam
0	109	25	0	1				10		Lôc L©m trang
0	109	26	0	1				10		Hoµng Hæ y
0	109	27	0	1				10		ThÇn Ng­u Hé gi¸p
0	109	28	0	1				10		Tö Thanh S­¬ng Hoa sam
0	109	29	0	1				10		Di Nhiªm Kh¸ch y
0	109	30	0	1				10		Thiªn NhÉn y
0	109	31	0	1				10		ThÇn S¸ch Kim gi¸p
0	109	32	0	1				10		L«i Ng©n Gi¸p
0	109	33	0	1				10		Tinh Cang HuyÒn Kim gi¸p
0	109	34	0	1				10		Háa Chu Th¸nh sam
0	109	35	0	1				10		HuyÕt Hµ Quû V­¬ng gi¸p
0	109	36	0	1				10		Long B¸ ¤ kim y
0	109	37	0	1				10		Th¸i Th­êng
0	109	38	0	1				10		Tö L¨ng Th­êng
0	109	39	0	1				10		Tö Nhung Th­êng
0	109	40	0	1				10		T©m Ên Th­êng
0	109	41	0	1				10		Vò LuyÖn Th­êng
0	109	42	0	1				10		Thiªn Ma Th­êng
0	109	43	0	1				10		LuyÖn Gi¸p Th­êng
0	109	44	0	1				10		Ho¸n Hoa Th­êng
0	109	45	0	1				10		CÈm Anh Th­êng
0	109	46	0	1				10		N÷ KiÖt Th­êng
0	109	47	0	1				10		Thanh Linh Th­êng
0	109	48	0	1				10		Hång Nghª Th­êng
0	109	49	0	1				10		L©n Quang gi¸p
0	109	50	0	1				10		Hå C¬ Vò y
0	109	51	0	1				10		Minh Quang gi¸p
0	109	52	0	1				10		Nghª Th­êng Vò y
0	109	53	0	1				10		Thiªn y
0	109	54	0	1				10		Phi Thiªn Th¸i Th­êng
0	109	55	0	1				10		Vò Th­êng
0	109	56	0	1				10		Hång V©n Th­êng
0	109	57	0	1				10		Tö Kinh sam
0	109	58	0	1				10		Linh VËn Th­êng
0	109	59	0	1				10		C©n Qu¾c sam
0	109	60	0	1				10		Phong Vò Th­êng
0	109	61	0	1				10		MËt V©n Sam
0	109	62	0	1				10		Vâ §Êu Th­êng
0	109	63	0	1				10		Thiªn Tµm gi¸p y
0	109	64	0	1				10		û La Th­êng
0	109	65	0	1				10		Thiªn C«ng §Êu y
0	109	66	0	1				10		Linh Lung Th­êng
0	109	67	0	1				10		Thó V­¬ng §Êu y
0	109	68	0	1				10		Th¸i Hoa Th­êng
0	109	69	0	1				10		NghÞch V©n §Êu y
0	109	70	0	1				10		CÈm V©n Th­êng
0	109	71	0	1				10		V« Song §Êu y
0	109	72	0	1				10		Ngò S¾c Nghª Th­êng
0	108	1	0	1				8		ThiÕu HiÖp C©n
0	108	2	0	1				8		Phong Vò C©n
0	108	3	0	1				8		Anh Hïng C©n
0	108	4	0	1				8		CÈm Bè c©n
0	108	5	0	1				8		M·n NguyÖt L¹p
0	108	6	0	1				8		Kim Phong Qu¸n
0	108	7	0	1				8		M«ng DiÖn C©n
0	108	8	0	1				8		Hoa D­¬ng c©n
0	108	9	0	1				8		ThiÕt TuyÕn L¹p
0	108	10	0	1				8		DËt Èn Qu¸n
0	108	11	0	1				8		Hång L¨ng C©n
0	108	12	0	1				8		Hµng V©n Thóc ®¸i
0	108	13	0	1				8		Thanh Sa Nh·n Tr¸o
0	108	14	0	1				8		XÝch Tinh Nh·n Tr¸o
0	108	15	0	1				8		Phi V©n L¹p
0	108	16	0	1				8		TuyÖt B¶o Qu¸n
0	108	17	0	1				8		S¬n Quû DiÖn
0	108	18	0	1				8		MËt ThÇn qu¸n
0	108	19	0	1				8		HiÖp ThiÕu bè c©n
0	108	20	0	1				8		H¾c CÈm bè c©n
0	108	21	0	1				8		Ng­u B× ®Çu c©n
0	108	22	0	1				8		Kim §iÒu c©n
0	108	23	0	1				8		Vò Th¾ng Sa M·o
0	108	24	0	1				8		Hoµng Trï Thóc c©n
0	108	25	0	1				8		ThÇn Méc c©n
0	108	26	0	1				8		Nh­îc Thñy L¹p
0	108	27	0	1				8		Chu T­íc Thóc c©n
0	108	28	0	1				8		H¶i ThÇn kÕt
0	108	29	0	1				8		§Þnh Quèc Tö C©n
0	108	30	0	1				8		MËt NhÉn DiÖn tr¸o
0	108	31	0	1				8		ThÇn S¸ch Kim Kh«i
0	108	32	0	1				8		Ngò L«i kÕt
0	108	33	0	1				8		Tinh Cang ChiÕn Kh«i
0	108	34	0	1				8		Th¸nh Long kÕt
0	108	35	0	1				8		Chung Quú diÖn
0	108	36	0	1				8		DÞ ThÇn Kh«i
0	108	37	0	1				8		§µo Méc Tr©m
0	108	38	0	1				8		Th¸i Méc Tr©m
0	108	39	0	1				8		Phßng Phong L¹p
0	108	40	0	1				8		TÞ Thñy L¹p
0	108	41	0	1				8		Thanh §ång kÕt
0	108	42	0	1				8		San H« tr©m
0	108	43	0	1				8		Bµn Th¹ch kÕt
0	108	44	0	1				8		Khæng T­íc Tr©m
0	108	45	0	1				8		Chu T­íc Ph¸t KÕt
0	108	46	0	1				8		§»ng Xµ tr©m
0	108	47	0	1				8		Minh §iÖp kÕt
0	108	48	0	1				8		Kim Phông Tr©m
0	108	49	0	1				8		§Þa KiÖt
0	108	50	0	1				8		§o¹t hån
0	108	51	0	1				8		NhËt MiÖn
0	108	52	0	1				8		ThÇn ¤
0	108	53	0	1				8		Tu La
0	108	54	0	1				8		Chu T­íc
0	108	55	0	1				8		§µo Méc thoa
0	108	56	0	1				8		Th¸i V¨n Méc tr©m
0	108	57	0	1				8		TrÇm Méc Thóc tr©m
0	108	58	0	1				8		Ng©n Linh Tr©m
0	108	59	0	1				8		Quû DiÖn Thóc c©n
0	108	60	0	1				8		Thanh Lam c©n
0	108	61	0	1				8		Lam §iÖp Thóc c©n
0	108	62	0	1				8		B¹ch Hång Tr©m
0	108	63	0	1				8		Thiªn C¬ Thóc tr©m
0	108	64	0	1				8		Thiªn La Thoa
0	108	65	0	1				8		Thiªn Phong Thóc tr©m
0	108	66	0	1				8		V©n Méng Thoa
0	108	67	0	1				8		Phi §iÓu
0	108	68	0	1				8		Hång Cèc
0	108	69	0	1				8		B¶o T­îng
0	108	70	0	1				8		Phong L«i
0	108	71	0	1				8		Vu Hµm
0	108	72	0	1				8		Tr­êng sinh
0	110	1	0	1				8		HiÖp ThiÕu Bè Trang
0	110	2	0	1				8		ViÔn Tóc trang
0	110	3	0	1				8		Lang B× trang
0	110	4	0	1				8		Nh­ ý trang
0	110	5	0	1				8		Hæ B× trang
0	110	6	0	1				8		Khinh Gi¸p trang
0	110	7	0	1				8		D¹ Hµnh trang
0	110	8	0	1				8		Háa T­êng trang
0	110	9	0	1				8		XÝch L©n trang
0	110	10	0	1				8		Nh­ ý trang
0	110	11	0	1				8		Long B× trang
0	110	12	0	1				8		HuyÒn ¶nh trang
0	110	13	0	1				8		Thiªn Lang trang
0	110	14	0	1				8		Phi Ng­ trang
0	110	15	0	1				8		Thanh V©n trang
0	110	16	0	1				8		BÝch L©n trang
0	110	17	0	1				8		S¸t KiÕp trang
0	110	18	0	1				8		¤ Tµm trang
0	110	19	0	1				8		HiÖp ThiÕu trang
0	110	20	0	1				8		Håi Phong trang
0	110	21	0	1				8		M·ng Ng­u trang
0	110	22	0	1				8		Kim T¬ trang
0	110	23	0	1				8		Hµo HiÖp trang
0	110	24	0	1				8		Kim Lò trang
0	110	25	0	1				8		Du HiÖp trang
0	110	26	0	1				8		Hæ B× trang
0	110	27	0	1				8		CÈm Lan trang
0	110	28	0	1				8		Thanh S­¬ng trang
0	110	29	0	1				8		Thiªn Phong trang
0	110	30	0	1				8		BÝ Èn trang
0	110	31	0	1				8		ThÇn S¸ch trang
0	110	32	0	1				8		Thiªn L«i trang
0	110	33	0	1				8		Nhu C­¬ng trang
0	110	34	0	1				8		Cuång Viªm trang
0	110	35	0	1				8		HuyÕt Hµ trang
0	110	36	0	1				8		Thiªn C­¬ng Trang
0	110	37	0	1				8		Th¸i Tó Trang
0	110	38	0	1				8		Hå C¬ Tó Trang
0	110	39	0	1				8		H¾c Nhung Tó Trang
0	110	40	0	1				8		BÝch V©n Tó Trang
0	110	41	0	1				8		Vâ LuyÖn Tó Trang
0	110	42	0	1				8		Háa C¸n Tó Trang
0	110	43	0	1				8		LuyÖn Gi¸p Tó Trang
0	110	44	0	1				8		S­ Man Tó Trang
0	110	45	0	1				8		CÈm Anh Tó Trang
0	110	46	0	1				8		V©n Hµ Tó Trang
0	110	47	0	1				8		Toµn Kim Gi¸p Trang
0	110	48	0	1				8		Hång V©n Tó Trang
0	110	49	0	1				8		L«i ThÇn
0	110	50	0	1				8		Thiªn M·
0	110	51	0	1				8		Ph¸ TrËn
0	110	52	0	1				8		PhÊt V©n
0	110	53	0	1				8		Hæ TiÕu
0	110	54	0	1				8		Th¸i Thanh
0	110	55	0	1				8		ThiÓn Th¶o Tó Trang
0	110	56	0	1				8		Tö Hµ Tó Trang
0	110	57	0	1				8		Phong TrÇn Tó Trang
0	110	58	0	1				8		Linh VËn Tó Trang
0	110	59	0	1				8		Phi Hång Tó Trang
0	110	60	0	1				8		Phong Vò Tó Trang
0	110	61	0	1				8		H·m TrËn Tó Trang
0	110	62	0	1				8		BÝch Hå Tó Trang
0	110	63	0	1				8		Thiªn Tµm Tó Trang
0	110	64	0	1				8		Khëi La Tó Trang
0	110	65	0	1				8		Vâ ThÇn Tó Trang
0	110	66	0	1				8		Linh Lung Tó Trang
0	110	67	0	1				8		B¸ch ChiÕn
0	110	68	0	1				8		ThÇn N÷
0	110	69	0	1				8		Vò Linh
0	110	70	0	1				8		T¶n Hoa
0	110	71	0	1				8		Hång Ngäc
0	110	72	0	1				8		XuÊt V©n
0	109	121	0	1				15		VÖ quèc y
0	109	122	0	1				15		H¾c ThiÕt y
0	109	123	0	1				15		Thóy Nh©n y
0	109	124	0	1				15		Tö VËn y
2	16	44	0	1	500					Cæ MÉu
0	105	22	0	1	100000					
2	1	343	0	1		6		1		ThÇn N«ng §¬n
1	5	6	0	1	500			0		Håi thµnh phï §¹i Lý
0	105	23	0	1	5000000					T­íng qu©n chiÕn m·
2	0	351	0	1	1000					Lé thñy
0	3	201	0	4	50000					Hµnh Gi¶ Giíi ®ao
0	3	202	0	4	50000					Hµnh Gi¶ Giíi ®ao
0	3	211	0	6	90000		150			Hçn Nguyªn ®ao
0	3	212	0	6	90000		150			Hçn Nguyªn ®ao
0	5	201	0	4	50000					Hµnh Gi¶ Giíi c«n
0	5	202	0	4	50000					Hµnh Gi¶ Giíi c«n
0	5	211	0	6	90000		150			Hçn Nguyªn C«n
0	5	212	0	6	90000		150			Hçn Nguyªn C«n
0	8	301	0	4	50000					Khæ Hµnh Tr­îng
0	8	302	0	4	50000					Khæ Hµnh Tr­îng
0	8	311	0	6	90000		150			ThiÒn Tu Ph¸p Tr­îng
0	8	312	0	6	90000		150			ThiÒn Tu Ph¸p Tr­îng
0	0	401	0	4	50000					Sa Di Hé UyÓn
0	0	402	0	4	50000					Sa Di Hé UyÓn
0	0	411	0	6	90000		150			§Êu T¨ng QuyÒn S¸o
0	0	412	0	6	90000		150			§Êu T¨ng QuyÒn S¸o
0	1	601	0	4	50000					Trang Kh¸ch Phi §ao
0	1	602	0	4	50000					Trang Kh¸ch Phi §ao
0	1	603	0	4	50000					Trang Kh¸ch Phi §ao
0	1	604	0	4	50000					Trang Kh¸ch Phi §ao
0	1	611	0	6	90000		150			Hé vÖ tiªu
0	1	612	0	6	90000		150			Hé vÖ tiªu
0	1	613	0	6	90000		150			Hé vÖ tiªu
0	1	614	0	6	90000		150			Hé vÖ tiªu
0	2	801	0	4	50000					Thanh T©m Tè KiÕm
0	2	802	0	4	50000					Thanh T©m Tè KiÕm
0	2	811	0	6	90000		150			ThÓ Vò Khinh KiÕm
0	2	812	0	6	90000		150			ThÓ Vò Khinh KiÕm
0	10	901	0	4	50000					T­ Khóc Tè CÇm
0	10	902	0	4	50000					T­ Khóc Tè CÇm
0	10	911	0	6	90000		150			Ph¹m ¢m CÇm
0	10	912	0	6	90000		150			Ph¹m ¢m CÇm
0	0	1101	0	4	50000					B¸t sø
0	0	1102	0	4	50000					B¸t sø
0	0	1103	0	4	50000					B¸t sø
0	0	1104	0	4	50000					B¸t sø
0	0	1111	0	6	90000		150			Trõ Gian QuyÒn
0	0	1112	0	6	90000		150			Trõ Gian QuyÒn
0	0	1113	0	6	90000		150			Trõ Gian QuyÒn
0	0	1114	0	6	90000		150			Trõ Gian QuyÒn
0	5	1201	0	4	50000					KhiÕu Hoa Bæng
0	5	1202	0	4	50000					KhiÕu Hoa Bæng
0	5	1203	0	4	50000					KhiÕu Hoa Bæng
0	5	1204	0	4	50000					KhiÕu Hoa Bæng
0	5	1211	0	6	90000		150			Trõng ¸c Bæng
0	5	1212	0	6	90000		150			Trõng ¸c Bæng
0	5	1213	0	6	90000		150			Trõng ¸c Bæng
0	5	1214	0	6	90000		150			Trõng ¸c Bæng
0	2	1401	0	4	50000					Thanh Tu KiÕm
0	2	1402	0	4	50000					Thanh Tu KiÕm
0	2	1403	0	4	50000					Thanh Tu KiÕm
0	2	1404	0	4	50000					Thanh Tu KiÕm
0	2	1411	0	6	90000		150			NhËp Quan Ph¸p KiÕm
0	2	1412	0	6	90000		150			NhËp Quan Ph¸p KiÕm
0	2	1413	0	6	90000		150			NhËp Quan Ph¸p KiÕm
0	2	1414	0	6	90000		150			NhËp Quan Ph¸p KiÕm
0	9	1501	0	4	50000					Thanh Phong ThÝch
0	9	1502	0	4	50000					Thanh Phong ThÝch
0	9	1503	0	4	50000					Thanh Phong ThÝch
0	9	1504	0	4	50000					Thanh Phong ThÝch
0	9	1511	0	6	90000		150			ThiÓu D­¬ng ThÝch
0	9	1512	0	6	90000		150			ThiÓu D­¬ng ThÝch
0	9	1513	0	6	90000		150			ThiÓu D­¬ng ThÝch
0	9	1514	0	6	90000		150			ThiÓu D­¬ng ThÝch
0	6	1701	0	4	50000					Khinh Kþ Th­¬ng
0	6	1702	0	4	50000					Khinh Kþ Th­¬ng
0	6	1703	0	4	50000					Khinh Kþ Th­¬ng
0	6	1704	0	4	50000					Khinh Kþ Th­¬ng
