ID	Disc	Type	SkillID1	SrcSkillID1	Magic1	Target1	Value1	Value1Fixup	Rate1	Rate1Fixup	Time1	Time1Fixup	WhenEffect1	Requirement1	SkillID2	Magic2	Target2	Value2	Value2Fixup	Rate2	Rate2Fixup	Time2	Time2Fixup	WhenEffect2	Requirement2	SkillID3	Magic3	Target3	Value3	Value3Fixup	Rate3	Rate3Fixup	Time3	Time3Fixup	WhenEffect3	Requirement3	SkillID4	Magic4	Target4	Value4	Value4Fixup	Rate4	Rate4Fixup	Time4	Time4Fixup	WhenEffect4	Requirement4	SkillID5	Magic5	Target5	Value5	Value5Fixup	Rate5	Rate5Fixup	Time5	Time5Fixup	WhenEffect5	Requirement5	SkillID6	Magic6	Target6	Value6	Value6Fixup	Rate6	Rate6Fixup	Time6	Time6Fixup	WhenEffect6	Requirement6	SkillID7	Magic7	Target7	Value7	Value7Fixup	Rate7	Rate7Fixup	Time7	Time7Fixup	WhenEffect7	Requirement7	SkillID8	Magic8	Target8	Value8	Value8Fixup	Rate8	Rate8Fixup	Time8	Time8Fixup	WhenEffect8	Requirement8
344	<color=Gold>Thi Cæ<color=White>: KhiÕn th©n ph¸p cña môc tiªu gi¶m <color=Blue1>[=Value1]<color=White>, trong 5 gi©y gióp th©n ph¸p cña b¶n th©n t¨ng <color=Blue1>[=Value2]<color=White>	3	358		state_dexterity_dec	1	80			1	-1	1	1		358	state_add_dexterity	0	80			1	90	1	1		394	state_dexterity_dec	1	80			1	-1	1	1		394	state_add_dexterity	0	80			1	90	1	1		395	state_dexterity_dec	1	80			1	-1	1	1		395	state_add_dexterity	0	80			1	90	1	1		396	state_dexterity_dec	1	80			1	-1	1	1		396	state_add_dexterity	0	80			1	90	1	1	
345	<color=Gold>§éc Cæ<color=White>: S¸t th­¬ng cæ ®éc t¨ng <color=Blue1>[=Value1]<color=White>	2	354		state_gu_poison_damage	1	1000			1	-1	1	1		389	state_gu_poison_damage	1	1000			1	-1	1	1		390	state_gu_poison_damage	1	1000			1	-1	1	1																																																								
346	<color=Gold>HuyÒn Phong TriÒn ı QuyÕt<color=White>>: Tû lÖ xuÊt chiªu 2 t¨ng <color=Blue1>[=Value1]%<color=White>	4	1031		state_sub2_rate_add	0	5			1	-3	1	8																																																																														
347	<color=Gold>Tiªn Phong L­u T¸n QuyÕt<color=White>: Khi sinh lùc thÊp h¬n 40%, tû lÖ phßng ngù néi ngo¹i c«ng t¨ng <color=Blue1>[=Value1-2621440]%<color=White>	4	1028		state_physical_parmor_per_add_when_life_less_than_per	1	2621455	2		1	-1	1	1		1043	state_physical_parmor_per_add_when_life_less_than_per	1	2621455	2		1	-1	1	1		1028	state_magic_parmor_per_add_when_life_less_than_per	1	2621455	2		1	-1	1	1		1043	state_magic_parmor_per_add_when_life_less_than_per	1	2621455	2		1	-1	1	1																																													
348	<color=Gold>Cuång L«i Phï<color=White>: Tû lÖ xuÊt chiªu 1 t¨ng <color=Blue1>[=Value1]%<color=White>	2	1023		state_sub1_rate_add	0	10			1	-3	1	8																																																																														
349	<color=Gold>Oanh L«i Phï<color=White>: KhiÕn gi·n c¸ch dïng vâ c«ng cña môc tiªu kĞo dµi <color=Blue1>[=Value1]%<color=White>, duy tr× 10 gi©y <color=White>	2	1024		state_skill_cast_interval_add	1	20			1	180	1	1		1039	state_skill_cast_interval_add	1	20			1	180	1	1																																																																			
350	<color=Gold>Phong TÕ<color=White>: D­íi tr¹ng th¸i hÖ phong, miÔn dŞch ¸p chÕ t¨ng <color=Blue1>[=Value1]%<color=White>	4	1019		state_block_immune	0	30			1	-1	1	1																																																																														
351	<color=Gold>B¨ng Phong QuyÕt<color=White>: KhiÕn môc tiªu trong 5 gi©y gi¶m <color=Blue1>[=Value1]<color=White> ®iÓm néi phßng.	2	1021		state_neili_defence_point_dec	1	500			1	90	1	1		1036	state_neili_defence_point_dec	1	500			1	90	1	1																																																																			
352	<color=Gold>Chİch Phong Toµn<color=White>: Mçi ®ao cã <color=Blue1>[=Rate1]%<color=White> khiÕn kÎ thï gi¶m 5% néi lùc<color=White>	1	1061		imme_mana_percent_damage	1	5	1	20				1		1071	imme_mana_percent_damage	1	5	1	20				1		1075	imme_mana_percent_damage	1	5	1	20				1																																																								
353	<color=Gold>D­¬ng Viªm B¹o<color=White>: Gi·n c¸ch dïng vâ c«ng rót ng¾n <color=Blue1>[=Value1/18]<color=White>	1	1064		state_cast_interval_reduce	0	270			1	-3	1	8																																																																														
354	<color=Gold>Th¸nh Háa §ao Ph¸p<color=White>: §¸nh ngo¹i c«ng t¨ng <color=Blue1>[=Value1]%<color=White>, néi lùc vµ thÓ lùc tèi ®a gi¶m <color=Blue1>[=Value2]%<color=White>	1	1054		state_p_attack_percent_add	0	30			1	-3	1	8		1054	state_damage_mana_max	0	10			1	-3	1	8		1054	state_damage_stamina_max	0	10			1	-3	1	8																																																								
355	<color=Gold>Th¸nh Háa §ao Ph¸p<color=White>: Gi·n c¸ch sö dông vâ c«ng Ng­ng Háa Bİch rót ng¾n <color=Blue1>[=Value1/18]<color=White> gi©y, duy tr× kĞo dµi <color=Blue1>[=Value2]%<color=White>	4	1059		state_cast_interval_reduce	0	270			1	-3	1	8		1059	state_skill_persist_time_add	0	50			1	19	1	0																																																																			
356	<color=Gold>Ng­ng Háa Bİch<color=White>: Trong thêi gian duy tr×, bŞ tÊn c«ng cã <color=Blue1>[=Rate1]%<color=White> phôc håi 5 ®iÓm néi lùc<color=White>	4	1059		imme_mana_point_add	0	5	1	50				7		1073	imme_mana_point_add	0	5	1	50				7																																																																			
357	<color=Gold>Kim L« Hé ThÓ<color=White>: Khi duy tr× hiÖu qu¶, miÔn dŞch cho¸ng vµ ®Şnh th©n t¨ng <color=Blue1>[=Value1]%<color=White>	4	1055		state_vertigo_immune	1	20			1	-1	1	1		1055	state_fetter_immune	0	20			1	-1	1	1		1068	state_vertigo_immune	0	20			1	-1	1	1		1068	state_fetter_immune	0	20			1	-1	1	1																																													
358	<color=Gold>Ngò Linh T¸n Nguyªn<color=White>: Tû lÖ xuÊt chiªu 2 t¨ng <color=Blue1>[=Value1]%<color=White>	1	1094		state_sub2_rate_add	0	5			1	-3	1	8																																																																														
359	<color=Gold>Ngò Linh Quy Nguyªn<color=White>: Tû lÖ xuÊt chiªu 1 t¨ng <color=Blue1>[=Value1]%<color=White>	4	1095		state_sub1_rate_add	0	10			1	-3	1	8																																																																														
360	<color=Gold>Thæ Lao TrËn<color=White>: Sau khi c¾m cê Thæ Lao TrËn, tèc ®é di chuyÓn cña b¶n th©n t¨ng <color=Blue1>[=Value1]%<color=White>, duy tr× 3 gi©y<color=White>	4	1093		state_move_speed_percent_add	0	20			1	54	1	2																																																																														
361	<color=Gold>Cµn Kh«n NghŞch ChuyÓn<color=White>: Kho¶ng c¸ch xuÊt chiªu t¨ng <color=Blue1>[=Value1]%<color=White>	4	1091		state_skill_use_range_add	0	40			1	-3	1	8																																																																														
362	<color=Gold>Quang Minh Bót Ph¸p<color=White>: Tû lÖ xuÊt chiªu 1 t¨ng <color=Blue1>[=Value1]%<color=White>	3	1084		state_sub1_rate_add	0	10			1	-3	1	8																																																																														
363	<color=Gold>Phong Binh LÖnh<color=White>: Gi·n c¸ch dïng vâ c«ng rót ng¾n <color=Blue1>[=Value1/18]<color=White> gi©y<color=White>	4	1088		state_cast_interval_reduce	0	90			1	-3	1	8																																																																														
364	<color=Gold>VÉn Th­¬ng Ên<color=White>: Sinh lùc cÇn tèn khi dïng kü n¨ng gi¶m <color=Blue1>[=Value1]%<color=White>	3	1143		state_life_cost_reduce	0	50			1	1	1	0																																																																														
365	<color=Gold>Hµn B¨ng T©m Ph¸p<color=White>: Tèc ®é xuÊt chiªu cña §o¹n Cèt Tr¶o t¨ng <color=Blue1>[=Value1]%<color=White>	3	1132		state_burst_enhance_rate	0	20			1	-3	1	8																																																																														
366	<color=Gold>Hµn B¨ng T©m Ph¸p<color=White>: V« cô t¨ng <color=Blue1>[=Value1]<color=White> ®iÓm<color=White>	4	1131		state_destiny_armor_point_add	0	30			1	-3	1	8																																																																														
367	<color=Gold>Hµn B¨ng T©m Ph¸p<color=White>: Tèc ®é xuÊt chiªu cña Hñ Th­¬ng Ên, Hµn HuyÕt Ên, B¨ng HuyÕt Ên, Truy Hån Ên, VÉn Th­¬ng Ên t¨ng <color=Blue1>[=Value1]%<color=White>, nh­ng tû lÖ phßng ngù néi ngo¹i c«ng gi¶m <color=Blue1>[=Value6]%<color=White>	3	1133		state_burst_enhance_rate	0	50			1	-3	1	8		1135	state_burst_enhance_rate	0	50			1	-3	1	8		1137	state_burst_enhance_rate	0	50			1	-3	1	8		1139	state_burst_enhance_rate	0	50			1	-3	1	8		1143	state_burst_enhance_rate	0	50			1	-3	1	8		1131	state_magic_parmor_per_dec	0	10			1	-3	1	8		1131	state_physical_parmor_per_dec	0	10			1	-3	1	8												
368	<color=Gold>Hñ Th­¬ng Ên<color=White>: Gi·n c¸ch dïng vâ c«ng rót ng¾n <color=Blue1>[=Value1/18]<color=White> gi©y<color=White>	2	1133		state_cast_interval_reduce	0	1080			1	-3	1	8																																																																														
369	<color=Gold>§o¹n Cèt Tr¶o<color=White>: Cã <color=Blue1>[=Rate1]%<color=White> khiÕn môc tiªu hçn lo¹n 1 gi©y<color=White>	2	1132		state_confusion	1			5		18	1	1		1144	state_confusion	1			5		18	1	1		1145	state_confusion	1			5		18	1	1																																																								
370	<color=Gold>Vò V©n T©m Ph¸p<color=White>: Khi xuÊt chiªu Thu NguyÖt Phó cã <color=Blue1>[=Rate1]%<color=White> khiÕn søc m¹nh cña b¶n th©n t¨ng <color=Blue1>[=Value1]<color=White> ®iÓm, duy tr× 6 gi©y<color=White>	3	1171		state_add_strength	0	50		20		108	1	1																																																																														
371	<color=Gold>Thiªn L¹i T©m Kinh<color=White>: Tû lÖ miÔn dŞch ®Şnh th©n t¨ng <color=Blue1>[=Value1]%<color=White>	4	1172		state_fetter_immune	0	20			1	-3	1	8																																																																														
372	<color=Gold>Thiªn Háa DiÔm D­¬ng<color=White>: Cho môc tiªu t¨ng v« cô <color=Blue1>[=Value1]<color=White> ®iªm<color=White>	4	1174		state_destiny_armor_point_add	1	30			1	-1	1	1		1181	state_destiny_armor_point_add	1	30			1	-1	1	1		1189	state_destiny_armor_point_add	1	30			1	-1	1	1		1190	state_destiny_armor_point_add	1	30			1	-1	1	1																																													
373	<color=Gold>Méng Xµ <color=White>: Cã <color=Blue1>[=Rate1]%<color=White>tû lÖ khiÕn kÎ ®Şch ®Şnh th©n 2 gi©y,trong lóc xuÊt chiªu tû lÖ phßng ngù cña néi c«ng b¶n th©n gi¶m<color=Blue1>[=Value5]%<color=White>	1	1193		state_fetter	1			10	1	36	1	1		1176	state_magic_parmor_per_dec	0	10			1	-2	1	0		1182	state_magic_parmor_per_dec	0	10			1	-2	1	0		1192	state_magic_parmor_per_dec	0	10			1	-2	1	0		1193	state_magic_parmor_per_dec	0	10			1	-2	1	0																																		
374	<color=Gold>Méng Xµ<color=White>: Tû lÖ xuÊt chiªu 1 t¨ng <color=Blue1>[=Value1]%<color=White>	1	1176		state_sub1_rate_add	0	10			1	-3	1	8																																																																														
375	<color=Gold>§iÖp O¸n<color=White>: Tû lÖ xuÊt chiªu 1 t¨ng <color=Blue1>[=Value1]%<color=White>	1	1173		state_sub1_rate_add	0	10			1	-3	1	8																																																																														
376	<color=Gold>Tiªn L­ H­¬ng<color=White>: S¸t th­¬ng t¨ng thªm <color=Blue1>[=Value1]<color=White>	3	1226		state_damage_point	0	500			1	-1	1	1		1271	state_damage_point	0	500			1	-1	1	1																																																																			
377	<color=Gold>§µo Hoa Ch­¬ng<color=White>: HiÖu qu¶ duy tr× kĞo dµi <color=Blue1>[=Value1]%<color=White>	3	1234	1220	state_skill_persist_time_add	0	100			1	10	1	9		1235	state_skill_persist_time_add	0	100			1	10	1	9																																																																			
378	<color=Gold>Hoµn ThÇn ThuËt<color=White>: Xua tan 2 hiÖu qu¶ cæ ®éc cho b¶n th©n<color=White>	4	1223		state_skill_convert_from_1	0	80151751	1		1	-3	1	8		1223	state_skill_convert_to_1	0	1980301318	1		1	-3	1	8																																																																			
379	<color=Gold>§iÖp LuyÕn Hoa<color=White>: Mçi 10 gi©y phôc håi thªm sinh lùc <color=Blue1>[=Value1]<color=White>	4	1228		state_life_per10s_anytime	0	1000			1	-3	1	8																																																																														
380	<color=Gold>Hoµn ThÇn ThuËt<color=White>: Gi·n c¸ch dïng Hoµn ThÇn ThuËt rót ng¾n <color=Blue1>[=Value1/18]<color=White> gi©y<color=White>	4	1223		state_cast_interval_reduce	0	540			1	-3	1	8																																																																														
381	<color=Gold>B¸ch Hoa Ngäc Lé C«ng<color=White>: Gi·n c¸ch dïng Tiªn L­ H­¬ng rót ng¾n <color=Blue1>[=Value1/18]<color=White> gi©y<color=White>	3	1226		state_cast_interval_reduce	0	1080			1	-3	1	8																																																																														
382	<color=Gold>Linh Lung Thİch<color=White>: Tû lÖ xuÊt chiªu 1 t¨ng <color=Blue1>[=Value1]%<color=White>	1	1873		state_sub1_rate_add	0	10			1	-3	1	8																																																																														
383	<color=Gold>Linh Tª Truy MÖnh<color=White>: Sau khi ®¸nh tróng cã <color=Blue1>[=Rate1]% <color=White> khiÕn môc tiªu ®Şnh th©n 2 gi©y	1	1874		state_fetter	1	10	1	10	0	36	1	1		1804	state_fetter	1	10		10	0	36	1	1																																																																			
384	<color=Gold>S¸t ı<color=White>: Tèc ®é xuÊt chiªu t¨ng <color=Blue1>[=Value1]%<color=White>	3	1875		state_burst_enhance_rate	0	10				-3	1	8																																																																														
385	<color=Gold>Bİch L¹c NhÉn<color=White>: Sau khi ®¸nh tróng cã <color=Blue1>[=Rate1]% <color=White> hoµn tr¶ 3 ®iÓm s¸t ı	1	1807	1876	imme_agggas_point	0	3	1	25	0	-3	1	9		1808	imme_agggas_point	0	3	1	25	0	-3	1	9																																																																			
386	<color=Gold>Kinh Hån §o¹n<color=White>: Thêi gian gi·n c¸ch rót ng¾n <color=Blue1>[=Value1/18] <color=White> gi©y<color=White>	3	1877		state_cast_interval_reduce	0	90			1	-3	1	8																																																																														
387	<color=Gold>Thª Phong §o¹t<color=White>: KhiÕn môc tiªu trong 10 gi©y gi¶m <color=Blue1>[=Value1]% ngo¹i phßng	1	1878		state_physical_parmor_per_dec	1	25			1	180	1	1		1812	state_physical_parmor_per_dec	1	25			1	180	1	1																																																																			
388	<color=Gold>Hçn §én §Êu Ph¸ch<color=White>: Thêi gian gi·n c¸ch rót ng¾n <color=Blue1>[=Value1/18] <color=White>gi©y	3	1879		state_cast_interval_reduce	0	270			1	-3	1	8																																																																														
389	<color=Gold>To¸i Méng B¨ng<color=White>: Khi thi triÓn, ngo¹i c«ng b¶n th©n t¨ng <color=Blue1>[=Value1]%	1	1880		state_p_attack_percent_add	0	25			1	18	1	0																																																																														
390	<color=Gold>L­u Tinh C¶n NguyÖt<color=White>: T¨ng tû lÖ ®¹n xuyªn qua <color=Blue1>[=Value1]%	3	1881		state_pierce_attack	0	100			1	27	1	0																																																																														
391	<color=Gold>Yªn Vò Mª Li<color=White>: Tû lÖ gi¸n ®o¹n khi dïng kü n¨ng gi¶m <color=Blue1>[=Value1]%  <color=White>, tû lÖ gi¶m nöa s¸t th­¬ng ph¶i chŞu t¨ng <color=Blue1>[=Value2]%	1	1882		state_interrupt_rate_dec	0	100			1	45	1	0		1820	state_receive_half_damage	0	25			1	45	1	0																																																																			
392	<color=Gold>Tµn V©n KiÕm Canh<color=White>: Trong 10 gi©y, khiÕn néi ngo¹i phßng cña môc tiªu gi¶m <color=Blue1>[=Value1]%	1	1833	1886	state_physical_parmor_per_dec	1	25			1	180	1	1		1833	state_magic_parmor_per_dec	1	25			1	180	1	1																																																																			
393	<color=Gold>Nh©n KiÕm Hîp NhÊt<color=White>: Tèc ®é tÊn c«ng t¨ng <color=Blue1>[=Value1]%	1	1887		state_attack_speed_add	0	20			1	-3	1	8																																																																														
394	<color=Gold>LuyÖn KiÕm-Sİ Hµn<color=White>: Tû lÖ xuÊt chiªu 1 t¨ng <color=Blue1>[=Value1]% <color=White>, duy tr× kĞo dµi <color=Blue1>[=Value2]% 	3	1888		state_sub1_rate_add	0	10			1	-3	1	8		1888	state_skill_persist_time_add	0	25			1	1	1	0		1839	state_skill_persist_time_add	0	25			1	1	1	0																																																								
395	<color=Gold>§o¹n Thñy KiÕm Canh<color=White>: KiÕm khİ sÏ tæn hao <color=Blue1>[=Value1]% <color=White>thÓ lùc cña kÎ thï	1	1891		imme_stamina_percent_damage	1	5			1			1		1847	imme_stamina_percent_damage	1	5			1			1																																																																			
396	<color=Gold>LuyÖn KiÕm-Thiªn Minh<color=White>: Tû lÖ xuÊt chiªu 1 t¨ng <color=Blue1>[=Value1]% <color=White>, duy tr× kĞo dµi <color=Blue1>[=Value2]% 	3	1889		state_sub1_rate_add	0	10			1	-3	1	8		1889	state_skill_persist_time_add	0	25			1	1	1	0		1841	state_skill_persist_time_add	0	25			1	1	1	0																																																								
397	<color=Gold>Linh KiÕm TriÖu Håi<color=White>: Sau khi xuÊt chiªu nhËn ®­îc 1 hé thuÉn hót <color=Blue1>[=Value1] <color=White> s¸t th­¬ng, duy tr× 2 gi©y	3	1894		state_physical_damage_absorb	0	1000			1	36	1	1		1894	state_magic_damage_absorb	0	1000			1	36	1	1																																																																			
398	<color=Gold>LuyÖn KiÕm-Phong CËn<color=White>: Tû lÖ xuÊt chiªu 1 t¨ng <color=Blue1>[=Value1]% <color=White>, duy tr× kĞo dµi <color=Blue1>[=Value2]% 	3	1890		state_sub1_rate_add	0	10			1	-3	1	8		1890	state_skill_persist_time_add	0	25			1	1	1	0		1843	state_skill_persist_time_add	0	25			1	1	1	0																																																								
399	<color=Gold>B¹o L«i KiÕm Canh<color=White>: TÊn c«ng b¶n thÓ g©y thªm <color=Blue1>[=Value1]% <color=White> ng· ra sau	1	1892		state_retrusive_rate_add	0	20			1	18	1	1																																																																														
400	<color=Gold>KiÕm ı Ph¶n X¹<color=White>: Thêi gian duy tr× kĞo dµi <color=Blue1>[=Value1]%	3	1895		state_skill_persist_time_add	0	100			1	1	1	0																																																																														
401	<color=Gold>KiÕm Thñ Kh«ng Minh<color=White>: Tèc ®é xuÊt chiªu cña kÎ ®Şch gi¶m <color=Blue1>[=Value1]%	3	1861	1896	state_burst_dec_rate	1	25			1	36	1	1																																																																														
402	<color=Gold>Håi Phong KiÕm Canh<color=White>: Thêi gian gi·n c¸ch rót ng¾n <color=Blue1>[=Value1/18] <color=White>gi©y<color=White>	1	1893		state_cast_interval_reduce	0	270			1	-3	1	8																																																																														
403	<color=Gold>Linh Lung Thİch<color=White>: KÌm lùc tÊn c«ng <color=Blue1>[=Value1]<color=White>	3	1873		imme_damage_life	1	1000	0		1			1		1802	imme_damage_life	1	1000	0		1			1																																																																			
404	<color=Gold>L­u Tinh C¶n NguyÖt<color=White>: X¸c suÊt kİch ho¹t chiªu thøc t¨ng <color=Blue1>[=Value1]%<color=White>	1	1881		state_sub1_rate_add	0	10			1	-3	1	8																																																																														
405	<color=Gold>MŞ nh T©m Ph¸p<color=White>: T¨ng B¹o Kİch <color=Blue1>[=Value1]<color=White> ®iÓm<color=White>	3	1872		state_critical_point_increase	0	20			0	-3	1	8																																																																														
406	<color=Gold>To¸i Méng B¨ng<color=White>: Sau khi tróng, <color=Blue1>[=Rate1]% <color=White>nhËn l¹i 3 ®iÓm S¸t 	1	1815	1880	imme_agggas_point	0	3	1	25	0	-3	1	9		1816	imme_agggas_point	0	3	1	25	0	-3	1	9																																																																			
407	<color=Gold>S¸t <color=White>: T¨ng V« Cù <color=Blue1>[=Value1] <color=White>®iÓm<color=White>	4	1875		state_destiny_armor_point_add	0	50			0	-3	1	8																																																																														
408	<color=Gold>Hçn §én §Êu Ph¸ch<color=White>: ChŞu s¸t th­¬ng chİ tö sÏ kh«ng bŞ tö vong 1 lÇn, ®ång thêi håi  <color=Blue1>[=Value1] sinh lùc	4	1879		state_shelter_new	0	15000			1	-1	1	1																																																																														
409	<color=Gold>KiÕm Thñ Kh«ng Minh<color=White>: T¨ng ph¹m vi hiÖu qu¶ Thñ Hé <color=Blue1>[=Value1] <color=White>«<color=White>	4	1860		state_missle_damage_range_add	0	3			1	2	1	0																																																																														
410	<color=Gold>§o¹n Thñy KiÕm Canh<color=White>: Sau khi tróng, <color=Blue1>[=Rate1]% <color=White>khiÕn môc tiªu bŞ §Şnh Th©n 2 gi©y	3	1891		state_fetter	1	10	1	10	0	36	1	1		1847	state_fetter	1	10	1	10	0	36	1	1																																																																			
411	<color=Gold>Linh KiÕm TriÖu Håi<color=White>: Sau khi xuÊt chiªu nhËn ®­îc 1 hé thuÉn hót <color=Blue1>[=Value1] <color=White> s¸t th­¬ng, duy tr× 2 gi©y	4	1894		state_physical_damage_absorb	0	10000			1	36	1	1		1894	state_magic_damage_absorb	0	10000			1	36	1	1																																																																			
412	<color=Gold>Håi Phong KiÕm Canh<color=White>: Trong 10 gi©y, khiÕn tØ lÖ néi ngo¹i c«ng cña môc tiªu gi¶m <color=Blue1>[=Value1]%	1	1856	1893	state_physical_parmor_per_dec	1	25			1	180	1	1		1856	state_magic_parmor_per_dec	1	25			1	180	1	1		1854	state_missle_damage_range_add	0	3			1	2	1	0		1855	state_missle_damage_range_add	0	3			1	2	1	0																																													
413	<color=Gold>KiÕm  Ph¶n X¹<color=White>: Trong thêi gian hiÖu lùc, bŞ s¸t th­¬ng sÏ g©y <color=Blue1>[=Value1] s¸t th­¬ng <color=White> lªn ng­êi tÊn c«ng	4	1895		state_magic_damage_point_rebound	0	10000	0		1	-1	1	1		1895	state_physic_damage_point_rebound	0	10000	0		1	-1	1	1																																																																			
414	<color=Gold>Nh©n KiÕm Hîp NhÊt<color=White>: T¨ng B¹o Kİch <color=Blue1>[=Value1]<color=White> ®iÓm<color=White>	3	1887		state_critical_point_increase	0	20			0	-3	1	8																																																																														
415	<color=Gold>TriÖu Håi Linh KiÕm<color=White>: Sau khi xuÊt chiªu, t¨ng DiÖt §Şch <color=Blue1>[=Value1] <color=White>®iÓm, duy tr× 2 gi©y	3	1894		state_destiny_attack_point_add	0	50	0		1	36	1	1																																																																														
