Task_ID	dialog_diff	dialog_1	dialog_2	dialog_3	dialog_4	dialog_5	dialog_6	dialog_7	dialog_8	dialog_9	dialog_10	dialog_11	dialog_12	dialog_13	dialog_14	dialog_15	dialog_16	dialog_17	dialog_18	dialog_19	dialog_20	Description	Task_Tip	Unfinish_Talk
64	finish_talk	PlayerName: NhËm gi¸o chñ t¹i h¹ ®· suy nghÜ kü råi, chóng ta sÏ cïng nhau tÊn c«ng lªn H¾c Méc Nhai.	NpcName: thÕ th× tèt qu¸, cã sù hç trî cña <sex> nhÊt ®Şnh chóng ta sÏ ®¸nh b¹i ®­îc tªn §«ng Ph­¬ng tiÓu tö																					
65	get_talk	NpcName: mäi ng­êi h·y chuÈn bŞ tr­íc, chóng ta sÏ gÆp nhau t¹i H¾c Méc Nhai.	PlayerName: ta ®· chuÈn bŞ xong råi.	NpcName: tèt, cuèi cïng ngµy tµn cña §«ng Ph­¬ng tiÓu t¾c ®· ®Õn.																				
65	finish_talk	PlayerName: NhËm gi¸o chñ, t¹i h¹ ®· ®Õn råi ®©y.	NpcName: <sex> ®Õn ®óng lóc l¾m. Bän chóng ®· b¾t ®Çu hçn lo¹n lªn råi.																					
66	get_talk	NpcName: c«ng ph¸ H¾c Méc Nhai tr­íc tiªn ph¶i ®¸nh h¹ doanh tr¹i cña Hoµn Kú Thñ Hé. <sex> cã nguyÖn xung phong kh«ng?	PlayerName: t¹i h¹ quyÕt l·nh c«ng nµy. 	NpcName: <sex> chØ cÇn tiªu diÖt 20 tªn Hoµn Kú Thİch Kh¸ch cïng víi tªn Hoµn Kú Tr­ëng L·o lµ ®­îc, cßn l¹i ®Ó ta lo.																				
66	finish_talk	PlayerName: Hoµng H÷u Vi cïng 20 tªn Hoµn Kú Thİch Kh¸ch ®· bŞ tiªu diÖt.	NpcName: Tèt qu¸ chóng ta tiÕn s©u vµo H¾c Méc Nhai nµo.																					
67	get_talk	NpcName: Hång Kú Doanh lµ yÕu ®Şa cña H¾c Méc Nhai, ë ®ã cã tªn Hång Kú Tr­ëng L·o Tiªu NhÜ Hång, cïng víi tªn T¶ Hé Ph¸p Míi M· LËp §ap trÊn gi÷. <sex> h·y mau ®i ®¸nh b¹i chóng	PlayerName: 2 tªn nµy cã vÎ lîi h¹i, nh­ng t¹i h¹ quyÕt kh«ng ®Ó chóng léng hµnh.	NpcName: ®­îc, ta chê tin tèt cña <sex>																				
67	finish_talk	PlayerName: kh«ng dÔ dµng tİ nµo, Tiªu NhÜ Hång vµ M· LËp §ao vâ c«ng cùc kú lîi h¹i, may mµ t¹i h¹ dïng diÖt kÕ míi ®¸nh b¹i ®­îc chóng.	NpcName: 2 tªn nµy vâ c«ng cao c­êng, <sex> ®¸nh b¹i ®­îc chóng qu¶ lµ lîi béi phÇn. Nh­ng chóng ta vÉn ch­a nghÜ ng¬i ®­îc ®©u. Chóng ta cÇn ph¶i tiÕn lªn th«i.																					
68	get_talk	NpcName: Lam kú doanh chİnh lµ n¬i dù tr÷ qu©n dông cña H¾c Méc Nhai, nÕu nh­ cã thÓ tiªu hñy n¬i ®ã nhÊt ®Şnh sÏ g©y nhiÔu lo¹n toµn qu©n, sÜ khİ sÏ nhanh chãng tiªu gi¶m.	PlayerName: viÖc nµy kh«ng thÓ chËm trÔ, t¹i h¹ lËp tøc thi hµnh?	NpcName: tèt nhÊt c¶ tªn trÊn thñ Lam Kú Doanh Lam Kú tr­ëng l·o cïng tiªu diÖt mét thÓ. <sex> h·y ®i tiªu hñy 10 Trï BŞ VËt T­, tiªu diÖt 20 tªn Lam Kú Thİch Kh¸ch cïng tªn tr­ëng l·o Phi Thiªn Lam Miªu.																				
68	finish_talk	PlayerName: cuèi cïng ®· hoµn thµnh, mÖt chÕt ®i ®­îc.	NpcName: Haha, nhäc cho <sex> qu¸. Ta vµ H­íng tiÓu ®Ö vÉn ®ang gi¶i quyÕt nh÷ng phÇn cßn l¹i, giê tµn cña §«ng Ph­¬ng tiÓu tö kh«ng cßn xa n÷a.	PlayerName: t¹i h¹ hiÓu råi. NhËm gi¸o chñ vµ H­íng ®¹i ca h·y cÇn thËn.																				
69	get_talk	NpcName: tiÕp theo chóng ta cÇn ph¶i gi¶i cøu nh÷ng huynh ®Ö néi øng cña chóng ta. <sex> h·y nhanh chãng ®Õn B¹ch Kú doanh gi¶i cøu nh÷ng vŞ huynh ®Ö bŞ giam cÇm.	PlayerName: t¹i h¹ lËp tøc thi hµnh.	NpcName: B¹ch kú tr­ëng l·o nhÊt ®Şnh sÏ kh«ng dÔ dµng øng phã, <sex> h·y cÈn thËn.	PlayerName: t¹i h¹ hiÓu râ, thuËn ®­êng t¹i h¹ sÏ tiªu diÖt c¶  bän B¹ch Kú Thİch Kh¸ch c¶n ®­êng, gi¶i cøu nh÷ng vŞ néi øng.	NpcName: Cµng tèt.																		
69	finish_talk	NpcName: C¸c vŞ néi øng ®· quay trë l¹i hÕt ch­a?	PlayerName: ®Òu vÒ c¶ råi, hä ®ang nghÜ ng¬i phİa sau.																					
70	get_talk	NpcName: tèt råi, hiÖn t¹i chØ cßn l¹i H¾c kú doanh th«i, chØ cÇn tiªu diÖt c¶ doanh tr¹i nµy lµ §«ng Ph­¬ng BÊt B¹i kh«ng cßn lùc ph¶n kh¸ng.	PlayerName: vËy ph¶i tÊn c«ng thÕ nµo?	NpcName: rÊt ®¬n gi¶n, chØ cÇn ®¸nh b¹i tr­ëng l·o H¾c V« Th­êng, sau ®ã dïng cê nµy c¾m bªn c¹nh n¬i H¾c V« Th­êng bŞ ®¸nh ngôc lµ ®­îc.	PlayerName: ®¬n gi¶n vËy sao?	NpcName: ta nghÜ kÎ ®Şch nhÊt ®Şnh sÏ cè ph¶n kh¸ng, chØ cÇn tr©n thñ trËn kú chèng l¹i 6 ®ît v©y kİch cña chóng th× bän chóng nhÊt ®Şnh n¶n chİ.	PlayerName: t¹i h¹ hiÓu râ. 	NpcName: chóc <sex> may m¾n.																
70	finish_talk	NpcName: mäi viÖc thuËt lîi chø??	PlayerName:  cuèi cïng còng gi÷ ®­îc cê																					
71	get_talk	NpcName: tèt qu¸, H¾c Méc Nhai ®¹i côc ®· ®Şnh, nh­ng tªn §«ng Ph­¬ng tiÓu tö vÉn ch­a xuÊt hiÖn chóng ta ph¶i nhanh ch©n ®Õn HËu §µn H¾c Méc Nhai truy b¾t tªn D­¬ng Liªn §Ønh dÉn dô h¾n ta xuÊt hiÖn.	PlayerName: ®­îc chóng ta ®i th«i.																					
71	finish_talk	NpcName#c¸c ng­¬i ®õng qua ®©y, §«ng Ph­¬ng gi¸o chñ mµ xuÊt hiÖn nhÊt ®Şnh sÏ phay th©y c¸c ng­¬i.	PlayerName#§«ng Ph­¬ng BÊt B¹i h¶, cµng tèt, bän ta ®ang muèn t×m h¾n tİnh sæ ®©y. NÕu h¾n kh«ng d¸m xuÊt hiÖn ta ®µnh giÕt ng­¬i sau ®ã lËt tung c¶ H¾c Méc Nhai ®Ó t×m h¾n.																					
72	get_talk	NpcName#®õng, ®õng giÕt ta, a,a,a...	§«ng Ph­¬ng BÊt B¹i: tªn nµo c¶ gan vµ to måm nh­ thÕ	NhËm Ng· Hµnh#§«ng Ph­¬ng tiÓu tÆc, cuèi cïng ng­¬i còng chŞu lé mÆt råi sao, H­íng ®Ö v©y b¾t h¾n.	H­íng VÊn Thiªn: ®¹i ca, lªn.	NhËm Doanh Doanh: con sÏ ®¸nh ®µn.	PlayerName: ta còng lªn.																	
72	finish_talk	NpcName: cuèi cïng ®· ®¸nh b¹i ®­îc tªn §«ng Ph­¬ng BÊt B¹i. NhËt NguyÖt ThÇn Gi¸o l¹i trë vÒ tay ta råi, hahaha.	H­íng VÊn Thiªn: chóc mõng gi¸o chñ.	NhËm Doanh Doanh: chóc mõng cha.	D­¬ng Liªn §×nh: Gi¸o chñ, ®õng giÕt ta.	PlayerName: chóc mõng gi¸o chñ.																		
73	get_talk	NpcName#Hahaha, lÇn nµy ®o¹t l¹i ®­îc NhËt NguyÖt ThÇn Gi¸o ®Òu nhê c«ng lao cña <sex>, <sex> vâ cao cao c­êng, nhiÖt huyÕt tr­îng nghÜa, ta v« cïng kh©m phôc. Kh«ng biÕt <sex> cã b»ng lßng ë l¹i NhËt NguyÖt ThÇn Gi¸o cïng ta nhÊt thèng giang hå kh«ng, ta sÏ kh«ng b¹c ®·i <sex> ®©u.	PlayerName: ®a t¹ gi¸o chñ hËu ¸i, t¹i h¹ tin r»ng NhËt NguyÖt ThÇn Gi¸o d­íi sù dÉn d¾t cña gi¸o chñ nhÊt ®Şnh sÏ t¹o phóc an d©n. T¹i h¹ chØ thİch ngao du tø bÒ, kh«ng muèn bŞ ch«n ch©n mét n¬i.	NpcName#ThÕ th× ta kh«ng Ğp <sex> n÷a, ®Ó c¶m t¹ sù gióp ®ì cña <sex> ta cã mét mãn quµ muèn tÆng c¸c h¹, ®ã chİnh lµ Quú Hoa B¶o §iÓn phÇn D­¬ng Lôc, tu luyÖn sÏ cã thÓ gióp <sex> ®¶ th«ng kú kinh b¸t m¹ch. N¨m x­a ta cÊt giÊu mËt tŞch nµy t¹i Phong Ma §éng tÇng 2 vµ ®­îc canh gi÷ bëi mét sè Du Hån, c¸c h¹ chØ cÇn tiªu diÖt nh÷ng Du Hån nµy lµ cã thÓ ®o¹t lÊy mËt tŞch.	PlayerName: ®a t¹ NhËm gi¸o chñ, ®©y qu¶ lµ mét mãn quµ v« gi¸, cã thÓ gióp t¹i h¹ n©ng cao vâ c«ng.																			
73	finish_talk	PlayerName: NhËm gi¸o chñ! §· x¶y ra chuyÖn gi thÕ nµy, t¹i h¹ kh«ng ph¶i ë trong Phong Ma §éng sao?	NpcName: <sex> bŞ tËp kİch sau l­ng, ®· bŞ träng th­¬ng vµ ®­îc H­íng VÊn Thiªn cøu vÒ.	PlayerName: H­íng ®¹i ca sao l¹i ®Õn Phong Ma §éng?	NpcName: tõ ngµy H­íng tiÓu ®Ö ®­îc <sex> gi¶i cøu lu«n c¶m thÊy sau l­ng cã ng­êi theo dâi chóng ta. Vèn t­ëng r»ng chóng lµ nh¾m vµo ta mµ ®Õn, nh­ng kÓ tõ khi <sex> rêi khái, kÎ b¸m theo còng biÕn mÊt, thÇm nghÜ ng­êi bŞ ®eo b¸m chİnh lµ <sex>. Nªn kh«ng yªn lßng bÌn ®Õn Phong Ma §éng t×m <sex>	PlayerName: thËt ®a t¹ H­íng ®¹i ca. Nh­ng tiÕc r»ng mËt tŞch còng ®· bŞ kÎ giÊu mÆt c­íp mÊt råi.	NpcName: nhÊt ®Şnh lµ kÎ giÊu mÆt nµy biÕt râ hµnh tung cña <sex> míi chän ®óng thêi c¬ ra tay, sau nµy giang hå nhÊt ®Şnh sÏ trë sãng giã lÇn n÷a.	PlayerName: Th«i th× còng ®a t¹ H­íng ®¹i ca vµ gi¸o chñ øng cóng.																
74	get_talk	NpcName: C¸c vŞ ®ång ®¹o giang hå:  T¹i h¹ Giang BiÖt H¹c, gÇn ®©y gÆp viÖc rÊt lµ ®au ®Çu, ®¬n th­¬ng ®éc m· kh«ng thÓ hoµn thµnh ®­îc, nªn h«m nay mêi c¸c vŞ ®ång ®¹o ra tay t­¬ng trî, nÕu ®¹i sù hoµn thµnh, t¹i h¹ c¶m kİch v« cïng, ¬n nghÜa nµy kh«ng bao giê quªn. C¸c vŞ ®ång ®¹o cã thÓ ®Õn Ph­îng T­êng Phñ cïng t¹i h¹ bµn luËn kÕ s¸ch. §a t¹ c¸c vŞ ®ång ®¹o. Giang BiÖt H¹c.																						
74	finish_talk	PlayerName: Nghe ®¹i danh Giang ®¹i hiÖp tõ l©u, h«m nay diÖn kiÕn qu¶ nhiªn danh bÊt h­ truyÒn.	NpcName: Ha…ha…,<sex> qu¶ thËt biÕt nãi ®ïa, nÕu <sex> ®· ®Õn gÆp t¹i h¹ ®­¬ng nhiªn biÕt t¹i h¹ ®ang chiªu mé anh hïng vâ l©m, ®Ó t¹i h¹ thö chót b¶n lÜnh cña c¸c h¹ xem sao.	NpcName: H¸m S¬n ®¹i v­¬ng trªn Quang Minh §Ønh vâ c«ng cao c­êng, thİch tû thİ vâ nghÖ,  lµ cao thñ T©y B¾c ®øng hµng thø 9, <sex>c¸c h¹ cã d¸m khiªu chiÕn kh«ng?																				
75	get_talk	PlayerName: Ha…, Giang ®¹i hiÖp th¸ch thøc t¹i h¹ ®ã µ, t¹i h¹ quyÕt kh«ng phô lßng cña ®¹i hiÖp, t¹i h¹ ®i giÕt H¸m S¬n ®¹i v­¬ng ®©y.	NpcName: Tèt l¾m, qu¶ lµ cã dòng khİ.																					
75	finish_talk	PlayerName: Giang ®¹i hiÖp, t¹i h¹ ®· giÕt chÕt H¸m S¬n ®¹i v­¬ng råi.	NpcName:Ha...mÊy n¨m nay biÕt bao sinh linh chÕt d­íi tay H¸m S¬n ®¹i v­¬ng , kh«ng ngê <sex> th©n thñ bÊt phµm nh­ thÕ , t¹i h¹ béi phôc.	PlayerName: Giang ®¹i hiÖp qu¸ khen råi, giê V¹n Bèi míi hiÓu t¹i sao ®¹i hiÖp chiªu mé cao thñ vâ l©m kh¾p n¬i?																				
76	get_talk	NpcName: <sex>®· nghe giang hå ®ån ®¹i kho ch©u b¸u V¹n KiÕm Tròng. Kh«ng dÊu<sex>, t¹i h¹ tõng vµo kho b¸u V¹n KiÕm Tròng trong Cæ Thiªn M«n TrËn t×m ®­îc mét Tö §iÖn B¶o KiÕm v× thÕ vâ c«ng kh«ng ngõng t¨ng lªn, ®¸nh b¹i v« sè cao thñ T©y B¾c.	NpcName: Th«ng Thiªn HuyÔn C¶nh trong V¹n KiÕm Tròng, v« sè kú tr©n b¶o ngäc, t¹i h¹ muèn x«ng vµo V¹n KiÕm Tròng më Phong Ên Th«ng Thiªn HuyÔn C¶nh, kh«ng biÕt<sex>muèn cïng t¹i h¹ x«ng vµo hay kh«ng?	PlayerName: B¸u vËt cña V¹n KiÕm Tròng lîi h¹i thÕ sao? Kh«ng biÕt Giang ®¹i hiÖp cã thÓ cho t¹i h¹ më réng tÇm nh×n kh«ng?	NpcName: T¹i h¹ sÏ tÆng cho c¸c h¹ 1 UÈn Linh r¸ch n¸t lÊy ra tõ V¹n KiÕm Tròng, c¸c h¹ h·y ®i D­¬ng Ch©u gÆp L­u T­ Anh gióp c¸c h¹ chØnh söa UÈn Linh nµy.	PlayerName: §a t¹ Giang ®¹i hiÖp ®· xem träng v¹n bèi, v¹n bèi ®i t×m L­u T­ Anh ®©y.																		
76	finish_talk	PlayerName: C¸c h¹ cã thÓ gióp t¹i h¹ chØnh söa UÈn Linh nµy ®­îc kh«ng?	NpcName: §­¬ng nhiªn lµ ®­îc.																					
77	get_talk	NpcName: UÈn Linh nµy lµ b¸u vËt ®ã, thªu lªn ngo¹i trang c«ng lùc <sex> sÏ t¨ng lªn. UÈn Linh nµy chØ r¸ch ®«i chót, nh­ng kh«ng sao t¹i h¹ ®· chØnh söa xong råi ®©y.  	PlayerName: UÈn Linh nµy qu¶ thËt rÊt ®Ñp, xin ®a t¹ c« n­¬ng. VËy sau nµy c« n­¬ng cã thÓ gióp t¹i h¹ thªu ngo¹i trang ®­îc chø? 	NpcName: §­¬ng nhiªn råi, thªu thï lµ nghÒ cña t¹i h¹ mµ, ngo¹i trang t¹i h¹ thªu b¶o ®¶m<sex>hµi lßng.	PlayerName: Tèt qu¸, sau nµy nÕu cÇn thªu ngo¹i trang t¹i h¹ sÏ ®Õn t×m c« n­¬ng.																			
77	finish_talk	PlayerName: Giang §¹i HiÖp, t¹i h¹ ®· vÒ råi ®©y, UÈn Linh nµy qu¶ nhiªn lîi h¹i, thªu lªn ngo¹i trang c«ng lùc t¨ng lªn rÊt nhiÒu, t¹i h¹ xin ®a t¹ h¶o ı cña ®¹i hiÖp. 	NpcName: Ha…,<sex>nÕu cïng x«ng vµo Th«ng Thiªn HuyÔn C¶nh, b¸u vËt cã ®­îc nhiÒu v« kÓ.	PlayerName: §­îc, t¹i h¹ sÏ cïng Giang ®¹i hiÖp x«ng lªn Th«ng Thiªn HuyÔn C¶nh.																				
78	get_talk	NpcName: §a t¹<sex>ra tay t­¬ng trî, muèn vµo Th«ng Thiªn HuyÔn C¶nh cÇn Tø Linh DiÖt Ph¸p TrËn, ghĞp Tø Linh DiÖt Ph¸p TrËn cÇn Thanh Long Gi¸c, Háa Ph­îng Linh, B¹ch Hæ VÜ, Th­¬ng ¦ng Tr¸c.	NpcName: Chia nhau t×m kiÕm 4 vËt phÈm, mang theo 1 Hãa Long §Ønh ®Õn TÇng 2 Cæ D­¬ng §éng giÕt chÕt LiÖt Nham Ly Long, thu thËp 9 Thanh Long HuyÕt bá vµo Hãa Long §Ønh, ®¸nh b¹i Thanh Long xuÊt hiÖn mang Thanh Long Gi¸c vÒ.	PlayerName: Th«i ®­îc, t¹i h¹ ®i lÊy Thanh Long Gi¸c ®©y.																				
78	finish_talk	PlayerName: Giang ®¹i hiÖp, t¹i h¹ mang Thanh Long Gi¸c vÒ råi.																						
79	get_talk	NpcName: §­îc råi. CÇn thu thËp Th­¬ng ¦ng Tr¸c, cÇm lÊy Chiªu ¦ng Phiªn ®Õn Ph­îng Nh·n §éng giÕt chÕt B¹ch §Çu §iªu, thu thËp 9 phÇn Long Vò B¹ch §Çu §iªu, dïng ChiÕu ¦ng PhiÕn chiªu dô ®¸nh b¹i Th­¬ng ¦ng, thu thËp Th­¬ng ¦ng Tr¸c.	PlayerName: Th«i ®­îc, t¹i h¹ ®i lÊy Th­¬ng ¦ng Tr¸c ®©y.																					
79	finish_talk	PlayerName: Giang ®¹i hiÖp, t¹i h¹ ®· mang Th­¬ng ¦ng Tr¸c vÒ.																						
80	get_talk	NpcName: <sex> cùc khæ råi, t¹i h¹ t×m ®­îc Háa Ph­îng Linh vµ B¹ch Hæ VÜ. GhĞp 4 nguyªn liÖu nµy cho vµo DiÖt Ph¸p TrËn Bµn, mang ®Õn C«n L«n cïng víi 4 Th¸nh Linh  ghĞp thµnh Tø Linh DiÖt Ph¸p TrËn.	PlayerName: Th«i ®­îc, t¹i h¹ ®i ®©y.																					
80	finish_talk	PlayerName: Giang ®¹i hiÖp, t¹i h¹ vÒ råi.																						
81	get_talk	NpcName:<sex>míi ®©y ®· vÒ råi µ, t×nh h×nh thÕ nµo?	PlayerName: T¹i h¹ ®· ghĞp thµnh Tø Linh DiÖt Ph¸p TrËn.	NpcName: Th«i ®­îc, ®a t¹<sex>. HiÖn t¹i ®ang cÇn mét ng­êi gióp søc. §ã lµ NhËm Ng· Hµnh rÊt am hiÓu Th«ng Thiªn HuyÔn C¶nh, cã NhËm gi¸o chñ gióp søc v­ît ¶i sÏ thµnh c«ng.	NpcName: T¹i h¹ viÕt mét bøc th­ cho NhËm Ng· Hµnh, h·y ®Õn Ph­îng T­êng Phñ nhê H¾c Tæng Qu¶n chuyÓn cho NhËm gi¸o chñ.	PlayerName: Th«i ®­îc, t¹i h¹ xuÊt ph¸t ®©y.																		
81	finish_talk	PlayerName: §©y lµ th­ cña Giang BiÖt H¹c ®¹i hiÖp göi cho NhËm gi¸o chñ, sù viÖc cÊp b¸ch nhê c¸c h¹ giao ngay cho gi¸o chñ.																						
82	get_talk	NpcName: Th«i ®­îc, t¹i h¹ sÏ ®­a ngay cho gi¸o chñ.	PlayerName: §a t¹ H¾c Tæng Qu¶n, xin c¸o tõ.																					
82	finish_talk	PlayerName: Giang ®¹i hiÖp, th­ ®· ®­a cho H¾c Tæng Qu¶n råi, 	NpcName: <sex>lµm viÖc qu¶ thËt chu toµn, NhËm Gi¸o Chñ göi th­ th«ng b¸o sÏ cïng x«ng lªn Th«ng Thiªn HuyÔn C¶nh.	PlayerName: Tèt qu¸, nh­ vËy v­ît ¶i dÔ dµng nhiÒu råi.	NpcName: §óng vËy, cã NhËm Ng· Hµnh t­¬ng trî hoµn thµnh ®¹i nghiÖp trë nªn dÔ dµng h¬n.	NpcName: VËy<sex>h·y ®i gÆp H¾c Tæng Qu¶n NhËt NguyÖt ThÇn gi¸o ®i, NhËm Ng· Hµnh ®· tiÕt lé ®­êng t¾t vµo V¹n KiÕm Tròng cho H¾c Tæng Qu¶n, c¸c h¹ gÆp sÏ vµo trong ®­îc, Chóng ta sÏ héi ngé t¹i V¹n KiÕm Tròng.	PlayerName:  Th«i ®­îc, t¹i h¹ ®i gÆp H¾c Tæng Qu¶n NhËt NguyÖt ThÇn Gi¸o ®©y.																	
83	get_talk	NULL																						
83	finish_talk	NULL																						
84	get_talk	NULL																						
84	finish_talk	NULL																						
85	get_talk	NULL																						
85	finish_talk	NULL																						
86	get_talk	NULL																						
86	finish_talk	NULL																						
87	get_talk	NULL																						
87	finish_talk	NULL																						
88	get_talk	NULL																						
88	finish_talk	NULL																						
89	get_talk	NULL																						
89	finish_talk	NULL																						
90	get_talk	NULL																						
90	finish_talk	NULL																						
91	get_talk	NULL																						
91	finish_talk	NULL																						
92	get_talk	PlayerName: Nh¹c tr­ëng m«n, ta ®· trë l¹i, §«ng Ph­¬ng BÊt Bai ®· bŞ chóng ta tiªu diÖt råi.	NpcName: <sex> ®· lËp ®¹i c«ng cho c¶ vâ l©m trung nguyªn nµy råi, ta thay mÆt cho c¸c nh©n sÜ vâ l©m ®a t¹ <sex>, s½n ®©y Hoa S¬n cña ta còng ®ang gÆp ph¶i chuyÖn l¹, kh«ng biÕt <sex> cã thÓ gióp ®ì ta kh«ng?	PlayerName: Nh¹c tr­ëng m«n cø noi, nÕu trong kh¶ n¨ng cña t¹i h¹ sÏ kh«ng chèi tõ.	NpcName: tèt qu¸, GÇn ®©y ®Ö tö Hoa S¬n ta luyÖn kiÕm trªn Linh B¶o S¬n th­êng gÆp ph¶i sù tËp kİch cña ThÇn Bİ Cung TiÔn Thñ, khiÕn kh«ng İt ®Ö tö v« cïng lo l¾ng, hi väng <sex> cã thÓ ®Õn Linh B¶o S¬n th¸m thİnh t×nh h×nh gióp ta.	PlayerName: t¹i h¹ sÏ ®Õn ®ã xem thö t×nh h×nh thÕ nµo.																		
92	finish_talk	PlayerName: Nh¹c tr­ëng M«n, t¹i h¹ ®· ph¸t hiÖn tung tİch cña bän ThÇn bİ cung tiÔn thñ, chØ tiÕc chóng qu¸ kİnh miÖng, th× chÕt chø kh«ng khai b¸o kÎ h¾c thñ sau l­ng.																						
93	get_talk	NpcName: xem ra kÎ chñ m­u nµy thÕ lùc kh«ng nhá nªn thñ h¹ h¾n cã thÓ tËn t©m nh­ thÕ. GÇn ®©y con g¸i Nh¹c Linh San cña ta vÉn ®ang ch¨m sãc c¸c ®Ö tö bŞ th­¬ng, cã thÓ c« Êy biÕt mét sè th«ng tin quan träng c¸c h¹ h·y ®i hái c« Êy xem.	PlayerName: ®­îc, t¹i h¹ ®i ngay.																					
93	finish_talk	PlayerName: Nh¹c tiÓu th­, t¹i h¹ phông mÖnh Nh¹c tr­ëng m«n ®Õn t×m hiÓu t×nh h×nh ®Ö tö Hoa S¬n bŞ tËp kİch.	NpcName: xin chµo <sex>, cha ta cã nh¾n ®Õn sù gióp ®ì cña ngµi.																					
94	get_talk	NpcName: H«m ®ã ta cïng cha ®Õn Linh B¶o S¬n xem t×nh h×nh luyÖn tËp cña c¸c s­ huynh ®Ö Hoa S¬n, kh«ng ngê ph¸t hiÖn c¸c s­ huynh ®Ö ®Òu bŞ tËp kİch träng th­¬ng.	NpcName: khi ®ã ta ph¸t hiÖn 1 thanh niªn ®eo mÆt n¹ mét c¸ch thÇn bİ, khi gÆp ta th× chØ huy c¸c thñ h¹ ®Òu rót lui.	PlayerName: ch¼ng lÏ tªn nµy cã ©n o¸n g× víi Hoa S¬n ph¸i sao?	NpcName: ta còng kh«ng râ, nh­ng ¸nh m¾t cña h¾n ta c¶m gi¸c h¾n rÊt gièng TiÓu Phi Tö.	PlayerName: TiÓu Phi Tö lµ ai?	NpcName:TiÓu phi tö tr­íc ®©y lµ ®Ö tö ph¸i Hoa S¬n, ta th­êng xuyªn ch¬i ®ïa víi anh ta, n¬i mµ anh ta thİch nhÊt chİnh lµ Vò Di S¬n, mçi khi ®Õn ®­îc Vò Di S¬n lµ anh ta v« cïng vui mõng	PlayerName: Th«i ®­îc, ta ®Õn Vò Di S¬n xem cã th«ng tin cã İch nµo kh«ng																
94	finish_talk	NpcName: Nh­îc Phi vÉn ch­a quay l¹i, gÇn ®©y ®ang bËn c«ng viÖc g× sao?	PlayerName: (vŞ l·o nh©n gia nµy tuy vÎ ngoµi cao tuæi, nh­ng l¹i cã th©n h×nh cøng ch¾c nhanh nhÑn, nhÊt ®Şnh lµ mét vŞ cao thñ, Nh­îc Phi mµ «ng ta nh¾c ®Õn cã thÓ nµo lµ TiÓu Phi Tö. Gi¶ lµm b¹n cña Nh­îc Phi ®Õn th¸m thİnh xem sao)																					
95	get_talk	PlayerName: cËu Êy gÇn ®©y rÊt bËn, kh«ng cã thêi gian ®Õn th¨m gia gia, t¹i h¹ ®­îc ñy th¸c ®Õn tham ng­êi ®©y.	NpcName: «i, ®øa bĞ nµy thËt khæ cho nã qu¸, ng­¬i h·y gióp ta t×m 1 vß r­îu ngon vÒ, h«m nay ta ph¶i uèng cho thËt say míi ®­îc.	PlayerName: gia gia chê trong giay l¸t, t¹i h¹ nhÊt ®Şnh mang vÒ cho gia gia vß r­îu ngon.	PlayerName: (gÇn ®©y nghe nãi nh÷ng tªn Bç §Çu th­êng lĞn giÊu r­îu ngon trèn trong D­¬ng Trung §éng th­ëng thøc, s½n ®©y d¹y dç bän chóng ®o¹t lÊy r­îu ngon biÕu vŞ l·o nh©n gia nµy, khi say råi ch¾c sÏ nhËn ®­îc kh«ng İt th«ng tin vÒ Nh­îc Phi)																			
95	finish_talk	PlayerName: L·o nh©n gia r­îu ngon ®· vÒ, chóng ta h·y cïng say nµo.	NpcName: haha, qu¶ lµ r­îu ngon. §©y ta kİnh ng­¬i 1 ly																					
